label,component,estimate,std_error,statistic,p_value,conf_low,conf_high,ci_crosses_zero,feedback_type
Partial,RU_risky slope,0.3890716771215817,0.039168845102819656,9.93319246713183,2.985410949932346e-23,0.3123007407200552,0.4658426135231082,FALSE,Partial
Full,RU_risky slope,-7.6944441400398045,2.626192657412114,-2.929885634370029,0.003390867769667006,-12.841781748567549,-2.5471065315120605,FALSE,Full
