label,component,estimate,std_error,statistic,p_value,conf_low,conf_high,ci_crosses_zero,phase,feedback_type
partial_early,RU_risky slope,0.25292773799871643,0.02564393933732715,9.863061001339856,6.018602763058556e-23,0.20266561689755522,0.3031898590998776,FALSE,early,partial
full_early,RU_risky slope,-5.2647668124277605,3.2111887670283648,-1.639507109169349,0.10110769131706192,-11.558696795803355,1.0291631709478342,TRUE,early,full
partial_middle,RU_risky slope,0.3056499797424688,0.05137293504053973,5.949630471789716,2.687485409456928e-9,0.20495902706301095,0.4063409324219267,FALSE,middle,partial
full_middle,RU_risky slope,-15.311912202650548,13.625519517027321,-1.1237672210234482,0.2611117907057991,-42.0179304560241,11.394106050723002,TRUE,middle,full
partial_late,RU_risky slope,0.36951056202558663,0.08190710599033031,4.51133705138123,6.442026172343631e-6,0.20897263428453922,0.530048489766634,FALSE,late,partial
full_late,RU_risky slope,-59.48449065226271,37.58548345966708,-1.5826453507268414,0.11350232074427868,-133.1520382332102,14.183056928684778,TRUE,late,full
