parameter,condition,mean,q025,q17,q83,q975
Relative Reward,Accept,0.04083494116357398,-0.021799286924859263,0.008125015420162153,0.07173553387319,0.10651930882727885
Relative Reward,Reject,0.033192961456645804,-0.03297704903702144,0.00333113889533055,0.06484785136969666,0.10210132553742986
Relative Uncertainty,Accept,0.05930546772468538,-1.4769241631135768,-0.7076961719223233,0.8089152888055694,1.7714785309819587
Relative Uncertainty,Reject,0.5524622326241535,-1.150779170934805,-0.2443740143376195,1.310762723650712,2.142599378329141
Total Uncertainty,Accept,0.1990667804499563,0.1767922293356751,0.188244903100534,0.20970336646758472,0.22109534590720883
Total Uncertainty,Reject,0.2313704394483091,0.20943969456610445,0.22030474906266556,0.24267186539212968,0.25332109327022573
