timestamp,source_models,note
2026-03-18 13:26:02.24274,C:/Users/Jack/OneDrive/Desktop/follow up/osf_author_rt_lba_mydata/results/rt_model_frame_covariates_full.rds | C:/Users/Jack/OneDrive/Desktop/follow up/osf_author_rt_lba_mydata/results/rt_model_frame_covariates_partial.rds,"Panel-style RT plots by choice frame, separated for Full and Partial feedback"
