parameter,condition,mean,q025,q17,q83,q975
Relative Reward,Limited Time,-0.007600728390147222,-0.07339700720144289,-0.03864244758239545,0.02318134821679416,0.0552120958699714
Relative Reward,Unlimited Time,0.08013473311734,0.016935243983639603,0.049828589163275365,0.11040198113211712,0.14111215311205694
Relative Uncertainty,Limited Time,0.45593318972728114,-1.1322998605999897,-0.3154897053735286,1.2300562475412378,2.0223180609732885
Relative Uncertainty,Unlimited Time,0.6136607263958117,-0.8704438175497775,-0.16903856655918417,1.3903210018884158,2.193663605332378
Total Uncertainty,Limited Time,0.1864114044615905,0.16507192234546256,0.17576745171607622,0.19688619160149576,0.20789570682537692
Total Uncertainty,Unlimited Time,0.24482211848542712,0.22322900212614633,0.23422498933799285,0.2555106429411272,0.26595077890624125
