parameter,condition,mean,q025,q17,q83,q975
Relative Reward,Accept,0.011342807832601979,-0.02152097539316512,-0.003915935038091383,0.02616831771567579,0.04499228771220526
Relative Reward,Reject,-0.02922056175629771,-0.06631080836633521,-0.04582802768478756,-0.011778090410292645,0.005408124660794662
Relative Uncertainty,Accept,0.046903285696352603,0.017207448170223443,0.03205348572385052,0.061123405162276226,0.07700829728591232
Relative Uncertainty,Reject,0.0027238023797666504,-0.03120448524730104,-0.013673285942888228,0.01922061196404544,0.036399932508149324
Total Uncertainty,Accept,0.15654769755771772,0.13783705368143753,0.1478045000013976,0.16561616451357028,0.1753403506148588
Total Uncertainty,Reject,0.22887010420783668,0.20925139145878893,0.21938172924112345,0.23789643215380996,0.24914926542022806
