parameter,param_type,participant,mean,2.5%,50%,97.5%,task,feedback,frame,time_pressure,task_label
alpha[3],alpha,3,1.5701125494732944,0.2500122867859429,1.5594040210056481,2.968402076784533,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[4],alpha,4,1.5271565351500584,0.1676399408821613,1.5302165874152136,2.84029074468028,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[5],alpha,5,1.5814759499250863,0.3215229389019138,1.5592192250785533,2.9394956971193262,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[6],alpha,6,1.5096129195244272,0.16467102684958343,1.521626309388519,2.755674822284012,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[7],alpha,7,1.4464882300652555,-0.06800593277973586,1.476729267560785,2.707147786627203,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[8],alpha,8,1.6635705061300845,0.48410501263237077,1.60530173806423,3.107830025642023,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[9],alpha,9,1.7672599616127551,0.6355801962021782,1.6791963873939961,3.4751067493169288,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[10],alpha,10,1.5900869394762402,0.3207703391436217,1.5741821962631697,2.9827017818262114,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[11],alpha,11,1.4621823443091855,-0.050352534041199576,1.4880730503979063,2.744837631527879,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[12],alpha,12,1.5028408916491973,0.1889393469465334,1.5172205356739874,2.693713533040297,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[13],alpha,13,1.6626130980592415,0.5115807440190182,1.6035876366045498,3.17673511973612,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[14],alpha,14,1.741072245614397,0.6115260889527859,1.6628124049599498,3.368161511447659,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[15],alpha,15,1.6290040728986948,0.424433691754093,1.5922186681088584,3.055820563521011,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[16],alpha,16,1.4512171724167064,0.03370350381863483,1.471377971507224,2.698678065767786,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[17],alpha,17,1.4932271028070634,0.11413286061840718,1.503471398827383,2.7941315563140208,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[18],alpha,18,1.5301242471460286,0.2995175390346954,1.5278554323916218,2.699158860977521,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[19],alpha,19,1.7176987978875184,0.5336935257487609,1.653596198718269,3.2988807776615654,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[20],alpha,20,1.4169210197875384,-0.05491680469149377,1.461960320764986,2.5785501336243093,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[21],alpha,21,1.5030382614825348,0.11374053791019745,1.5151191458187387,2.7779374171806053,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[22],alpha,22,1.3432607203787772,-0.2591696693176528,1.4194665346778184,2.443816008779175,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[23],alpha,23,1.6922533758292642,0.47327783644902094,1.6288333259072558,3.3078155076696776,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[24],alpha,24,1.4423515147099772,-0.07940836445475555,1.4805846151144513,2.7353229966171426,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[25],alpha,25,1.5724294696493228,0.25872272150920245,1.5610987178155837,2.9620453582312054,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[26],alpha,26,1.7289304085472617,0.6146139538726437,1.6464770936796702,3.385881930597306,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[27],alpha,27,1.3767191467051616,-0.18004833980092394,1.4411115118171427,2.5212584660158073,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[28],alpha,28,1.6835498203713475,0.5209474011198404,1.6170933831050882,3.214179850717261,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[29],alpha,29,1.6087592734970793,0.38382453022101587,1.5818137779655093,3.017573772880342,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[30],alpha,30,1.6077693737302965,0.3537655927570207,1.5811472624600227,3.0745653617304582,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[31],alpha,31,1.7593197841650527,0.6038443122958383,1.6717350426664885,3.447080477079463,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[32],alpha,32,1.503492226324598,0.09364617620856479,1.5182579198884456,2.7646316304599345,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[33],alpha,33,1.5149372485503363,0.016970352795582924,1.525717798559524,2.8666798786963597,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[34],alpha,34,1.6083317413095481,0.3689513290846268,1.56838511045949,3.1262255080672157,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[35],alpha,35,1.828020528198544,0.6868246644335981,1.701159920568728,3.747229511430721,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[36],alpha,36,1.5988316953063484,0.3102752084311438,1.57783693209676,3.071406480031476,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[37],alpha,37,1.8380432492733496,0.7164816841489491,1.7146255707864895,3.735275822146644,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[38],alpha,38,1.62620967954424,0.38230411384404006,1.5871036089881905,3.121489043501901,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[39],alpha,39,1.5223947133182139,0.3133770956529464,1.5193025862288545,2.7469052879484854,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[40],alpha,40,1.4580647594809626,-0.05202515055505183,1.4879705011550453,2.7243385050079425,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[41],alpha,41,1.4740980658624487,-0.05569028766724783,1.5070690207904276,2.7610454412360848,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[42],alpha,42,1.5541578716440096,0.17968823526655486,1.544488727984913,2.922495936551723,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[43],alpha,43,1.5657787594444312,0.23967765018988751,1.5476361245569592,2.860172781733579,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[44],alpha,44,1.6098757369766317,0.3555320641759835,1.5766613517941857,3.0644073148527116,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[45],alpha,45,1.5012491354324837,0.05364920360193486,1.5171233206216055,2.795577758075832,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[46],alpha,46,1.5711164004922729,0.3000667481776325,1.5550977054259278,2.930978755335576,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[47],alpha,47,1.6548553989169148,0.5067831408852504,1.6104039785772861,3.088886035146226,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[48],alpha,48,1.5158308635319862,0.18549448955342318,1.5159049596790253,2.8437872308138457,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[49],alpha,49,1.4645211895711197,0.197307869606744,1.4878743537082784,2.59306498968319,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[50],alpha,50,1.5638335762678524,0.23162215202178085,1.5433801348081597,2.9361756116075903,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[51],alpha,51,1.496904986137991,0.27105581175710475,1.5037511310551097,2.656165179781137,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[52],alpha,52,1.6587431736710014,0.47202222668916305,1.6000865682586332,3.1362473632461225,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[53],alpha,53,1.4856772002271086,0.059036326340480526,1.4982113973385092,2.791538350725748,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[54],alpha,54,1.6494701257891804,0.40780193570365497,1.60157037697244,3.159894373333903,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[55],alpha,55,1.5235148419892623,0.1676377781799294,1.5293339152457075,2.881170402957413,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
alpha[56],alpha,56,1.4286083719517648,-0.043853255426852936,1.4692335929634601,2.6359380060981077,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[1],beta,1,-0.651644967458259,-1.7339381496296515,-0.6416969415951765,0.3699156205889507,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[2],beta,2,-0.022934660687463006,-1.219464884856595,-0.03429439325707723,1.2590625805219284,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[3],beta,3,-0.46687184697355305,-1.7164261738745326,-0.45787521151745325,0.7513256036485325,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[4],beta,4,0.6576283323214875,-0.586401606725632,0.6221585292382799,2.0184998006486605,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[5],beta,5,0.35474162843567403,-0.700099045866313,0.3447901073500641,1.4750237435579057,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[6],beta,6,-0.22378212281313298,-1.4639151861798405,-0.22718900203116188,1.0327220749358794,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[7],beta,7,-0.6409119484746052,-1.728084329006326,-0.6388850441514269,0.43682977918142296,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[8],beta,8,-1.3533841440080616,-2.7506773366045256,-1.3335761079000763,-0.03781194938570701,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[9],beta,9,-0.5162224736889741,-1.510465874843881,-0.5205631889176132,0.49640530042538245,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[10],beta,10,-0.15631232226203787,-1.3569855413273033,-0.15360707767476753,1.0678303413785402,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[11],beta,11,0.5732464085658747,-0.7893445852323048,0.5325649064219748,2.093298536811407,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[12],beta,12,-0.949022486741889,-2.2842061670301055,-0.9376372160892894,0.3598643905173558,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[13],beta,13,-1.4308440865661962,-3.348517266965444,-1.3778016278937018,0.22439070344861003,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[14],beta,14,-1.214997144552476,-2.3810876377370414,-1.2013011442336725,-0.14011311019738876,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[15],beta,15,-0.1065779252035298,-1.3282028398248114,-0.12040277126214578,1.1799443428409149,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[16],beta,16,0.12561806002796747,-1.1910189973525411,0.1053777822326013,1.4833498341541238,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[17],beta,17,-0.755962889283182,-1.9670331104422472,-0.7498592417079591,0.4241643121120554,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[18],beta,18,-0.7773160857364199,-2.0433657593951606,-0.7711145872553091,0.4768956092511932,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[19],beta,19,-1.4851846100731902,-2.9058859385809224,-1.4584319918784128,-0.22509482579267204,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[20],beta,20,-0.0438193047831536,-1.3111735403444613,-0.043658737746318815,1.2524704652845862,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[21],beta,21,-0.024251275760145553,-1.2410903755499318,-0.031162676102005196,1.2132701060581894,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[22],beta,22,-0.7719594494553088,-2.0011160652949225,-0.7560565998331428,0.4019667097191477,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[23],beta,23,1.0627204994985036,-0.3853322325054598,1.0229966208246632,2.76075641286623,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[24],beta,24,-0.23115576591832043,-1.370455772549266,-0.22580974786910374,0.9125057932431542,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[25],beta,25,-0.05900788735187448,-1.148437849541737,-0.0644947786612757,1.0322438967275462,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[26],beta,26,-1.4779201227843464,-2.9494372475458532,-1.4444574181722023,-0.16589886152529817,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[27],beta,27,-0.28688507476397224,-1.4419869960105807,-0.2863049669978017,0.8426205565583667,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[28],beta,28,0.03347704703763839,-0.9605074176541825,0.029589043369275703,1.055729833312085,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[29],beta,29,-1.7941849864991035,-3.208046902797526,-1.7684510649911542,-0.5247869256463703,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[30],beta,30,-1.939246350864891,-3.6530567507972433,-1.8955346451084143,-0.4903949847178499,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[31],beta,31,-0.3579277930335582,-1.4292156589430371,-0.3544723844225788,0.6987430541863889,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[32],beta,32,-0.39457562804242063,-1.645828706330384,-0.38987702410441866,0.7798045423392745,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[33],beta,33,0.009659501148762347,-1.1153664268574326,-0.012200250562729165,1.1876384275264642,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[34],beta,34,-0.12948299800718582,-1.224214512377042,-0.13569630622920642,0.9864819082944987,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[35],beta,35,-1.6813007342369886,-3.1579916040876608,-1.6463722718410088,-0.3959215351678031,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[36],beta,36,-0.3036572483480374,-1.5647749819892,-0.3220051908915209,0.9705789273687311,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[37],beta,37,0.337609776661225,-0.9938840483344498,0.3138481951322257,1.8500207866321983,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[38],beta,38,-1.2966828639349448,-2.561328771893939,-1.2720069869660167,-0.13658732249014302,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[39],beta,39,-0.9093341416084495,-2.1991174924761814,-0.89994268160059,0.2882714926346209,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[40],beta,40,-0.9369576953986093,-2.456520795489078,-0.9090649451865183,0.47933277872078217,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[41],beta,41,-0.801742183478864,-2.1587454577513867,-0.7906510306089458,0.5033240507007188,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[42],beta,42,-2.042233260174614,-3.5703850895208062,-2.0118244414994706,-0.6682169447559663,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[43],beta,43,-0.10684151861401381,-1.3083291236682801,-0.11263428454374597,1.140173593297821,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[44],beta,44,-0.9575542569803152,-2.287969657054911,-0.9423928531305796,0.24242477431363885,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[45],beta,45,0.3505746443767393,-0.9078547285461228,0.3256915292296019,1.7410722341764189,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[46],beta,46,0.12547492726829834,-1.1162101036741436,0.10602778640240706,1.48535160275452,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[47],beta,47,-0.5759529661365211,-1.7076517859622533,-0.5746515253389505,0.5611932257673566,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[48],beta,48,-0.8549175282098445,-2.1191051666601943,-0.8449619770795028,0.3603038836203858,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[49],beta,49,-0.6057107770618549,-1.7865972270021337,-0.6079092917851779,0.56705367677801,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[50],beta,50,-0.13172647069897048,-1.224538685306577,-0.14541949142680843,1.020617912284446,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[51],beta,51,-0.9954050772430991,-2.293862059280705,-0.9880808065638417,0.23623480690472604,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[52],beta,52,0.019204754738716127,-1.2145396445083545,0.00246216968154081,1.3273003431147132,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[53],beta,53,-0.6611644794063541,-1.7550469117938459,-0.6573823300429706,0.40056364676354217,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[54],beta,54,-0.9347515694715506,-2.050944158552992,-0.9335391549942702,0.1590719278412985,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[55],beta,55,-0.21218919312771364,-1.2568787293961543,-0.21547859771985595,0.8372496819192426,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
beta[56],beta,56,-0.5349186921990603,-1.7511910757113247,-0.5238336848683862,0.6135478717190191,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[1],gamma,1,-0.551616743172975,-1.152917990098591,-0.5489164324223035,0.04033330842745857,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[2],gamma,2,-0.0439450003849828,-0.6161895907129108,-0.042168948995954025,0.5266496994229827,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[3],gamma,3,-0.07541758088479945,-0.6384090641188617,-0.07603069715317218,0.5029846217842688,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[4],gamma,4,0.12810685869851027,-0.4292661710106102,0.12886244646048228,0.6984884382088364,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[5],gamma,5,0.06652133756373119,-0.4823423562098095,0.06451367836375813,0.62697978321262815,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[6],gamma,6,0.7110329132232096,0.1502787636492817,0.7018029768412051,1.3332697711042585,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[7],gamma,7,0.06630354275190033,-0.5168556921430311,0.06621463756695205,0.6501117182385987,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[8],gamma,8,0.7698282897401372,0.12881610702560162,0.7641757349273035,1.4535616573736851,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[9],gamma,9,0.5955977098031453,-0.04011586001941312,0.5935914309442937,1.2512841911881103,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[10],gamma,10,0.6555538793987422,0.08011555279097758,0.6502272218981805,1.2643648026870147,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[11],gamma,11,-1.3460776502785965,-2.1059236271846538,-1.3238336691169674,-0.6607561353057813,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[12],gamma,12,0.06087185025276376,-0.5006734908331566,0.06432006728270105,0.6354692639592897,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[13],gamma,13,1.400989338253798,0.48639948722011594,1.3951365453983153,2.408960041200144,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[14],gamma,14,0.7108244024946723,0.01764828530419211,0.701190323623496,1.4220302010112418,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[15],gamma,15,-0.4158419753029952,-0.9963536193056016,-0.4108328366868721,0.13847689899904708,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[16],gamma,16,1.0831772910908075,0.4621751824120523,1.07742234612145,1.736896684987689,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[17],gamma,17,0.5889164896214175,0.009438793302580501,0.584932157855855,1.205968477385166,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[18],gamma,18,-0.0855425502481052,-0.6643729955276291,-0.08414351078120291,0.47401378962554636,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[19],gamma,19,0.1600655397366776,-0.633330612585196,0.1663793549056069,0.9192546221772533,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[20],gamma,20,-0.5704977452502554,-1.1913945100069412,-0.562864548379042,0.015075691971374804,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[21],gamma,21,-0.648525830478874,-1.2566392999208016,-0.6490125698150232,-0.06893432373281672,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[22],gamma,22,-0.9195839247187415,-1.605622867806331,-0.9026252863698023,-0.29629746039655647,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[23],gamma,23,-0.06499365209424635,-0.6762071475744171,-0.061315545335606764,0.5364669315956703,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[24],gamma,24,0.007625507518889757,-0.5541953557345531,0.001471045491399793,0.5801367068508095,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[25],gamma,25,0.21559127232185354,-0.36649699566452215,0.2126509824726426,0.7947391774917042,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[26],gamma,26,0.6486595838228473,-0.31893789543859047,0.6319750082093735,1.6590941124435161,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[27],gamma,27,0.034947753665345395,-0.5422794276787896,0.03649957171798819,0.5981542356933417,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[28],gamma,28,0.03425107550464663,-0.53936431111944,0.03094283762691366,0.608956453479531,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[29],gamma,29,0.355154169932791,-0.4358221283007789,0.3582998127940449,1.1354246438363742,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[30],gamma,30,0.8917275094310942,-0.03096046897949755,0.8803295766791289,1.8595424867680574,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[31],gamma,31,0.6890163501526155,0.1052854354599312,0.6820138782400598,1.2993683934471432,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[32],gamma,32,0.1841243016913193,-0.38028006546137183,0.17944091308562865,0.7401807097805735,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[33],gamma,33,0.16363388905131335,-0.40847019004376606,0.16154548898474885,0.7429999883649702,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[34],gamma,34,0.4192917833088668,-0.13808404232801047,0.42069131659423487,0.991125353605203,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[35],gamma,35,0.5339819617385626,-0.30828731769174433,0.5310342793815986,1.3842362830449872,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[36],gamma,36,0.4500015120271967,-0.13407296780505493,0.4469263948928095,1.0585052761990839,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[37],gamma,37,-0.45831655615064754,-1.0578604426841118,-0.45750215680882633,0.12193031880840859,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[38],gamma,38,0.8590240393225322,0.1144026392372821,0.8527946451720754,1.6406604822670574,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[39],gamma,39,0.23748499565277348,-0.3245672515105437,0.2280819622102608,0.8144827874524534,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[40],gamma,40,0.9391066661881436,0.27628386463864135,0.9330441344107167,1.6552414034824356,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[41],gamma,41,0.36685075276263235,-0.21498709451735387,0.36268264729442734,0.9558050395333995,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[42],gamma,42,0.8886335668833951,-0.1231619544227476,0.8860988209672049,1.9465657613696485,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[43],gamma,43,0.3580849614594052,-0.20651594360135575,0.3571115196815223,0.9328102588519054,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[44],gamma,44,0.6423427901176734,0.020575369143688287,0.6361454943304274,1.2676730410285437,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[45],gamma,45,0.2765472769590928,-0.2944601398970694,0.2781390384218218,0.8570024774777582,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[46],gamma,46,0.3009547049043016,-0.2502442756405586,0.296314674935652,0.8722874953125965,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[47],gamma,47,0.2666183968583975,-0.30868309132376565,0.2628000929159956,0.8513846425662243,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[48],gamma,48,0.3873666031866758,-0.20104976590055781,0.3879642745636056,0.9915138507866911,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[49],gamma,49,0.3478185832244209,-0.20777297303048023,0.34691532343535336,0.9055629831438212,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[50],gamma,50,-0.15442900030169565,-0.7150951865900381,-0.15393388058873247,0.38616341508112056,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[51],gamma,51,-0.020133641297305372,-0.5945496932428557,-0.017264926266038094,0.5527348700842013,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
gamma[52],gamma,52,0.06213393577558873,-0.5084926657133202,0.0646915109118542,0.6221402928412201,PartialcrossNoTimelimited,Partial,Reject,No TP,Partial | Reject | No TP
