parameter,param_type,participant,mean,2.5%,50%,97.5%,task,feedback,frame,time_pressure,task_label
gamma[16],gamma,16,0.053460439340917335,-0.5389533771014012,0.05099005976617202,0.6621047902473335,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[17],gamma,17,-0.03303841408309172,-0.6193275395167611,-0.03201829682412973,0.5585183796339372,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[18],gamma,18,1.3734915476503755,0.7253023904762241,1.3604981783646255,2.0958892153109807,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[19],gamma,19,0.4712808645924803,-0.09973043425409503,0.4674926804313374,1.04907874446613,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[20],gamma,20,-0.38868190527895696,-0.9730072338161817,-0.3851966122987569,0.20067395411668779,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[21],gamma,21,0.48140265924609504,-0.1267409973126659,0.47552633953477474,1.0735330221276045,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[22],gamma,22,-0.9121559372758704,-1.5619378399455737,-0.9026010333711965,-0.3112613649855243,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[23],gamma,23,-0.19140002884536655,-0.7454885185705143,-0.19192844579716933,0.35780625589753295,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[24],gamma,24,1.1148373224600032,0.48340591524097254,1.1074501899381748,1.7944314288887162,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[25],gamma,25,-0.11180350783302963,-0.6842813571707099,-0.11298820466162393,0.4673440352360641,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[26],gamma,26,-0.8142632334901503,-1.4681386693909562,-0.8106665160027658,-0.21500311083042634,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[27],gamma,27,0.22238209885648377,-0.3337607627915463,0.2206922941072369,0.7957915660070561,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[28],gamma,28,0.13043602459258324,-0.4249614081974083,0.13043138631937967,0.6908417112983279,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[29],gamma,29,0.4789392528003102,-0.09432878404734643,0.4769458424033654,1.063885554690829,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[30],gamma,30,-0.5520166706241777,-1.1723110582664018,-0.550782363491273,0.03937600097852853,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[31],gamma,31,0.385695307809389,-0.18366247533792185,0.38542237260773576,0.9837339731525797,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[32],gamma,32,-0.12097823369552727,-0.6864565711530813,-0.11976254953162527,0.43428800127648715,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[33],gamma,33,-1.1103545689708054,-1.7703579015854027,-1.0973671973460997,-0.4854094370490222,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[34],gamma,34,-0.1050420875138705,-0.6688456085158159,-0.10042673785982373,0.4670403975740573,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[35],gamma,35,0.05008191350396979,-0.535028458908442,0.0501733301189676,0.6393989390850067,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[36],gamma,36,-0.1911139069550618,-0.7585268489482906,-0.19078861713427614,0.37532624729570135,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[37],gamma,37,0.7470081628837281,0.13350432759447578,0.7439001686755964,1.3653252544956616,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[38],gamma,38,0.2837552470284965,-0.2966179604225416,0.28596902914687355,0.8641260102733274,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[39],gamma,39,-0.11313148005913293,-0.6981290189038467,-0.11381745365010978,0.4577275503780655,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[40],gamma,40,-0.529177754292628,-1.1243478293841074,-0.5220202968795521,0.04642127873441674,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[41],gamma,41,0.7506781999576649,0.1628448225715071,0.7477125605856665,1.371568583406086,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[42],gamma,42,-0.7240146325832003,-1.3349798988060864,-0.720379525496204,-0.16166557141367846,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[43],gamma,43,-0.4558556783378393,-1.0574957409136398,-0.4495138031270489,0.11650880184805469,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[44],gamma,44,1.0183814044231778,0.3950549115997787,1.0135392757280104,1.6847773473520706,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[45],gamma,45,-0.03049500308509968,-0.5974082520186704,-0.03100703165449083,0.5322474970966055,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[46],gamma,46,-0.4465267501770254,-1.0341564855284806,-0.44592854591870834,0.12418250302947922,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[47],gamma,47,-0.27545193031318127,-0.8708948484342495,-0.2745899810072487,0.3078751522336486,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[48],gamma,48,-0.2985375443574945,-0.889518670115215,-0.2883039984266925,0.2656542795247805,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[49],gamma,49,-0.1584590733288579,-0.7371464370862137,-0.15554226326507603,0.41716961812812237,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[50],gamma,50,-0.021471219496524207,-0.5881849939266,-0.021798464770818336,0.5267880680490582,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[51],gamma,51,-0.37172221059032545,-0.9755664720750993,-0.3692998490921542,0.20600747335808497,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[52],gamma,52,-0.11109752844052602,-0.6745314417339825,-0.10957386075006198,0.452308060218602,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[53],gamma,53,0.3138722536394834,-0.2581262359948584,0.31623058726542963,0.899861794034415,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[54],gamma,54,0.2094334149299969,-0.36185352255598013,0.2093520053288454,0.8026799833338887,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[55],gamma,55,-0.054734818486196886,-0.6254810051422462,-0.057279791553318304,0.5118551402293817,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[56],gamma,56,0.13794828282347227,-0.42164699987651666,0.13770324621807545,0.6957259109412935,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[57],gamma,57,-0.03397717430618953,-0.6120333165526406,-0.034941822665001863,0.541124553365763,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[58],gamma,58,0.22160626903080774,-0.34504217813028587,0.22225533663311448,0.7927283451444219,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[59],gamma,59,-0.1007014668301524,-0.6599231497562664,-0.10512578233445175,0.45446263059899683,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[60],gamma,60,0.39206196252981385,-0.16087599140164918,0.3864978640904324,0.9761386664813885,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[61],gamma,61,0.20453219094495825,-0.3500263620609556,0.20107487026664878,0.7849609350683423,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[62],gamma,62,-0.11350605269250093,-0.6898067589118193,-0.11141876993546994,0.4500594740302929,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[63],gamma,63,-0.44317456592367666,-1.0533397920464873,-0.43331931459803713,0.1280710780034424,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[64],gamma,64,-0.4581668494990519,-1.0323552922004826,-0.4551564891431404,0.10237819771788342,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
gamma[65],gamma,65,-0.034180570103982136,-0.6197616655061848,-0.033295852595022823,0.5327667157829017,FullcrossTimelimited,Full,Reject,TP,Full | Reject | TP
alpha[1],alpha,1,0.8257761482709481,-0.2408850132082299,0.8227075463592344,1.9344260679225358,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[2],alpha,2,0.8395715970336964,-0.2824777197169418,0.828520333458889,1.9536841239332088,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[3],alpha,3,0.851755069530466,-0.19325942371138163,0.841133930747572,1.9519643017028008,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[4],alpha,4,0.9474862948501073,-0.06702935379188274,0.8936936502362438,2.244037808966002,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[5],alpha,5,0.800264318089667,-0.3598469040463942,0.8096416220100103,1.8667529732273254,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[6],alpha,6,0.9602567718927862,0.028986045921803802,0.9129727457431428,2.2375992325046905,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[7],alpha,7,0.855055822191509,-0.2009110189853692,0.8365348993363904,1.9897682842820976,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[8],alpha,8,0.8019094784518034,-0.22801687485873143,0.810782678471062,1.8374783167330433,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[9],alpha,9,0.8351606986517354,-0.259589755109721,0.8297084806001638,2.0202385206614015,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[10],alpha,10,0.7941455900775735,-0.35115154750875094,0.7991963476225277,1.867223070540418,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[11],alpha,11,0.8216463634511998,-0.2325587552089105,0.8179615111842612,1.8403439741220895,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[12],alpha,12,0.7879463276335144,-0.3639388231994264,0.802703889450867,1.8756434743526298,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[13],alpha,13,0.7842022870442762,-0.2943760221167706,0.7953138947823141,1.8056153042458316,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[14],alpha,14,0.8124507415108588,-0.20745141866775624,0.8203274017727875,1.8480822816140157,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[15],alpha,15,0.7617899687409233,-0.41789620747434697,0.7836877562582062,1.7858852948808612,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[16],alpha,16,0.8221868776976973,-0.296575634298738,0.8242568184741907,1.9482791136609565,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[17],alpha,17,0.8236538078779015,-0.15597484194246591,0.8221197715919286,1.842338036308757,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[18],alpha,18,0.8136633857549213,-0.2899456305271234,0.8129556801444245,1.9122115715300778,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[19],alpha,19,0.8043400805587304,-0.30873121096377526,0.8125326940514455,1.9244121156099079,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[20],alpha,20,0.8477564124610394,-0.248678041833935,0.8282256252444511,2.004538087939672,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[21],alpha,21,0.8085743479218628,-0.30476523971129943,0.8048019742880634,1.9002532187822838,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[22],alpha,22,0.8174125024687707,-0.29485400010319623,0.8183093005118549,1.9151930134387773,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[23],alpha,23,0.8087688377889319,-0.23608875820362207,0.80939407993113055,1.8204364758596498,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[24],alpha,24,0.7671128328836456,-0.43205556957530555,0.7922049216829123,1.845903488256153,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[25],alpha,25,0.7907777561742005,-0.3701819894049977,0.8001881233985197,1.8963156884955061,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[26],alpha,26,0.7703113656278897,-0.4217352163537186,0.7818384571484067,1.8484832516464464,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[27],alpha,27,0.7843093276139119,-0.3908344547281227,0.8001990822351581,1.8491681896719505,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[28],alpha,28,0.9120075247065929,-0.10138152625935838,0.8814740291413972,2.1666855299623973,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[29],alpha,29,0.7452701029348042,-0.5107790134903741,0.7816113934613772,1.7480810627556163,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[30],alpha,30,0.8155100030553345,-0.34793076988126515,0.8267667809062862,1.9362524625333768,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[31],alpha,31,0.7057718838476599,-0.6009226726947444,0.7542779819692901,1.7070547184220117,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[32],alpha,32,0.6985793175834643,-0.5004603786874833,0.7415854664992765,1.6356119968996103,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[33],alpha,33,0.8110295916784904,-0.21259760091226995,0.8098066879869479,1.809151713293731,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[34],alpha,34,0.8339885349774595,-0.24797616886950552,0.8263084431754689,1.915387634546622,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[35],alpha,35,0.8498695941414331,-0.19967560646156793,0.8374353921746414,1.9991048155509945,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[36],alpha,36,0.8778207389333375,-0.1924688147532473,0.8632842918346064,2.058709277138862,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[37],alpha,37,0.8128454464892998,-0.2886518550279489,0.8218257182168224,1.8878715459143294,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[38],alpha,38,0.7865746946206404,-0.3408392862911584,0.8043378762648807,1.8074445067005085,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[39],alpha,39,0.7659393228147716,-0.395048714145993,0.790759519982793,1.815902407466469,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[40],alpha,40,1.0663495229736428,0.12494449793957615,0.9820815444879867,2.5350613226882044,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[41],alpha,41,0.8102143240330562,-0.33997183264963177,0.8167875535040482,1.945797556332133,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[42],alpha,42,0.824927332954757,-0.29024362774201884,0.8180753508877404,1.953759883723613,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[43],alpha,43,0.7569706638627767,-0.4431173525858693,0.7858264099613024,1.7372091312703741,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[44],alpha,44,0.9677707727673496,0.040408555798424034,0.9158166193028734,2.22620159177667,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[45],alpha,45,0.8041822530849964,-0.2992598309187698,0.8116536455780674,1.8966200694094,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[46],alpha,46,0.9181985950415429,-0.06094731012248514,0.8953978552171276,2.0623231785853084,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[47],alpha,47,0.8371738528424086,-0.2804055984416601,0.8347135020840752,1.998023680150331,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[48],alpha,48,0.7531495253651797,-0.4798734966353759,0.7770329581776536,1.8422099472246924,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[49],alpha,49,0.8251565053846187,-0.23654257803025455,0.8251409507414819,1.9165597167368513,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[50],alpha,50,0.803089418241256,-0.3529468766598462,0.8148330198775675,1.8875423954281685,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[51],alpha,51,0.7235105226316866,-0.4224365648173009,0.7651960217439963,1.6693891893135355,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[52],alpha,52,0.8195365586326976,-0.2132056235755245,0.8251455950260744,1.8482776629032402,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[53],alpha,53,0.8523064400257994,-0.21256344553530887,0.8377931589120771,2.0153084625927753,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[54],alpha,54,0.8049350303762854,-0.3211285520897646,0.8111241246552588,1.8928590139326558,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[55],alpha,55,0.754070504430656,-0.4717186356906404,0.7844976831645805,1.7850088308187966,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[56],alpha,56,0.8806790698920043,-0.1575386202848061,0.8562927534706213,2.089936255257184,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[57],alpha,57,0.7403094862830932,-0.466664317367461,0.7753183545425146,1.7445652385122024,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[58],alpha,58,0.82816092601191,-0.25566013203474247,0.8224466466202673,1.9332902663330638,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[59],alpha,59,0.8653951057288038,-0.21147217178623573,0.8477258635449555,2.0952828189958987,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[60],alpha,60,0.9109601921210955,-0.10460610537056039,0.8782702966001131,2.1458256445952273,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[61],alpha,61,0.8367029695498128,-0.26630202722827395,0.8324648297347006,2.0121915012070826,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[62],alpha,62,0.8670522908341498,-0.0834378086506052,0.8563693620192679,1.9336941644756696,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[63],alpha,63,0.8575372333900569,-0.14290690212748935,0.848764615389713,1.964724756574585,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[64],alpha,64,0.755976604301596,-0.37208852374249124,0.7812244278416132,1.7318151540133082,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
alpha[65],alpha,65,0.8273969746734661,-0.2669056308956724,0.8301889797641785,1.8958854591190073,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[1],beta,1,-0.039372347044413565,-0.49431093956438255,-0.06010255144565021,0.5449762524009801,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[2],beta,2,-0.09191200829487815,-0.5769953057188852,-0.0923048276640647,0.4087656908880168,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[3],beta,3,-0.12855333040022332,-0.6960055530786493,-0.1140310517763429,0.3535086746542969,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[4],beta,4,0.0041593293568643165,-0.45382640920384165,-0.038052606529721145,0.7382473649120815,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[5],beta,5,-0.1587640270863774,-0.7804902723444554,-0.13517688204435258,0.2878151472408704,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[6],beta,6,-0.07748922637487281,-0.5477055208691246,-0.0830311356634488,0.4381647093798105,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[7],beta,7,-0.08128154068318262,-0.5574482467924027,-0.08453838802566263,0.44513888113160105,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[8],beta,8,-0.1124389508173968,-0.6742126377147317,-0.10459520073899431,0.39544320803350996,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[9],beta,9,-0.15712195472755652,-0.7753630291708965,-0.13101068278502026,0.2880930394230447,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[10],beta,10,-0.054549132701080555,-0.52983375182875,-0.06908774058123944,0.5185450647674904,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[11],beta,11,-0.13686220150658776,-0.7118787774155522,-0.12106341287549063,0.35067254084821553,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[12],beta,12,-0.10035292376881447,-0.6016194184756001,-0.0963931074691853,0.3969708629494035,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[13],beta,13,-0.12971047327609497,-0.7119722264339058,-0.11095343083144348,0.3369354222723131,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[14],beta,14,-0.13546510716877896,-0.7053436961876585,-0.12309517947263844,0.3534992506892515,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[15],beta,15,-0.10468046859369824,-0.628371452039575,-0.0994025633592692,0.38368659973116404,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[16],beta,16,-0.12022937327604646,-0.6673194843332856,-0.10728869490841775,0.3517050797512391,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[17],beta,17,-0.07831166482334413,-0.5577534376087124,-0.08320262445388141,0.4330160056562268,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[18],beta,18,-0.0854906771310466,-0.6037543333305193,-0.08288044415307716,0.4161787659306663,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[19],beta,19,-0.043850392612425584,-0.5136387039704717,-0.06188862575839764,0.5578284842228491,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[20],beta,20,-0.09092442086213028,-0.5830765334291405,-0.09026487727191261,0.4152520367203736,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[21],beta,21,-0.043365572143611746,-0.506073927600868,-0.06123275646876534,0.5409814938326433,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[22],beta,22,-0.14415574340101223,-0.7397889162208297,-0.12478524706427799,0.3100836669480755,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[23],beta,23,-0.04442571316992182,-0.5207856690133561,-0.06195394440935325,0.5418576406840276,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[24],beta,24,-0.026057653860439803,-0.47998884388695606,-0.04866739007944709,0.6148567195629409,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[25],beta,25,-0.08189575966567342,-0.5894018544924701,-0.08804047508523334,0.46008723896836556,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[26],beta,26,-0.15883248831588082,-0.7354599844060424,-0.1355502499551428,0.30524250336231495,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[27],beta,27,-0.14047831775103348,-0.6852591532964425,-0.12195200235908529,0.3154671039550118,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[28],beta,28,-0.0586390539818875,-0.5323098240201816,-0.06816710763175371,0.48492671101834156,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[29],beta,29,-0.08156748044795485,-0.5668516952679571,-0.0844206483834675,0.43238430090167035,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[30],beta,30,-0.060408203162088746,-0.5398109824826135,-0.0741936727577171,0.4954381441550939,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[31],beta,31,-0.10807890058997638,-0.6446702557993503,-0.10107988016198,0.38843542204520726,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[32],beta,32,-0.14365451211140273,-0.741919840618284,-0.12155171155036797,0.32056271513863294,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[33],beta,33,-0.10765637844628637,-0.6553991390441368,-0.10065235990076635,0.42337204282459884,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[34],beta,34,-0.07815746687033794,-0.5671929213814358,-0.08007971555853041,0.4546744053438921,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[35],beta,35,-0.09490124669260311,-0.6130599315465828,-0.09443816614580469,0.413025163628351,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[36],beta,36,-0.1480544865138309,-0.7465052943376087,-0.12551959196800372,0.3153739974417331,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[37],beta,37,-0.18932156659392388,-0.8596229273080657,-0.15332029529388697,0.25279136035803373,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[38],beta,38,-0.07823174100739393,-0.5601841049118669,-0.08214502367880758,0.4336366028558534,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[39],beta,39,-0.15204561052975368,-0.7461362302391318,-0.12927531397628947,0.29324903218671805,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[40],beta,40,-0.016184705697503764,-0.46797241470713513,-0.04689142904787192,0.6540263457406879,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[41],beta,41,-0.08936954146327987,-0.5721504291358019,-0.08934333715134099,0.4095400433291136,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[42],beta,42,-0.09365035994264517,-0.5877574851239922,-0.0946827146320213,0.41120848059139564,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[43],beta,43,-0.20172359237420717,-0.8768283876325554,-0.1598723798068748,0.2380853265194148,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[44],beta,44,-0.06789121013149219,-0.5505005745413809,-0.07697578880547773,0.5035338646465988,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[45],beta,45,-0.1226170598467598,-0.6706206218918823,-0.11293074135146815,0.36197210757082804,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[46],beta,46,-0.09760303970896769,-0.6205724156664234,-0.09771115832445945,0.42716243692300704,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[47],beta,47,-0.07378031348313102,-0.572634560133317,-0.08131378254741958,0.4680439171187123,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[48],beta,48,-0.10515844789172593,-0.6406440820346082,-0.09511047455746326,0.38230238046592474,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[49],beta,49,-0.1454169928766021,-0.7621545036461566,-0.12395608216289417,0.32716645142259526,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[50],beta,50,-0.06890099854011879,-0.5405757794472589,-0.07751769455430907,0.4672318270185765,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[51],beta,51,-0.1437144208879311,-0.7101072277897442,-0.12436188452267095,0.321096351375775,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[52],beta,52,-0.06034398915915717,-0.5280168247081254,-0.07523990583957671,0.4968054368179346,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[53],beta,53,-0.08079269662912068,-0.564341645395738,-0.08199631229579629,0.4459448807554565,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
beta[54],beta,54,-0.092991356972199,-0.602986237605715,-0.09253663166485852,0.42114795126747323,FulltickNoTimelimited,Full,Accept,No TP,Full | Accept | No TP
