parameter,mean,median,hdi95_low,hdi95_high,crosses_zero,p_tail
p_win_stay_full,0.6003579678134667,0.6006643265301661,0.5488239314655661,0.6513246720946235,FALSE,0
p_win_stay_partial,0.7003122473193654,0.7013230810400939,0.6498471738295579,0.7450724036821778,FALSE,0
p_lose_shift_full,0.5745740444844539,0.5743780776058716,0.5314689080397594,0.618368868315429,FALSE,0
p_lose_shift_partial,0.47427483208485055,0.4740189305173952,0.4236926547423764,0.5250519761330684,FALSE,0
diff_win_stay_full_minus_partial,-0.09995427950589865,-0.10024817821677662,-0.16759044805855353,-0.03000530618826848,FALSE,0.012
diff_lose_shift_full_minus_partial,0.10029921239960338,0.1002443575292144,0.03310881160943671,0.16641303631781879,FALSE,0.008
