task,trial,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FullcrossTimelimited,1,0.4991653846153846,0.5076923076923077,0.4153846153846154,0.5846153846153846
FullcrossTimelimited,2,0.5628423076923077,0.5692307692307692,0.49230769230769234,0.6307692307692307
FullcrossTimelimited,3,0.5687538461538462,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,4,0.5563269230769231,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,5,0.565973076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,6,0.551826923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,7,0.5539153846153846,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,8,0.55785,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,9,0.5558538461538461,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,10,0.5537923076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,11,0.5355615384615384,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,12,0.5627384615384615,0.5692307692307692,0.49230769230769234,0.6307692307692307
FullcrossTimelimited,13,0.5473961538461538,0.5538461538461539,0.47692307692307695,0.6169230769230756
FullcrossTimelimited,14,0.5659384615384615,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,15,0.5680961538461539,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,16,0.5585769230769231,0.5538461538461539,0.49230769230769234,0.6307692307692307
FullcrossTimelimited,17,0.5523730769230769,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,18,0.56885,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,19,0.5590576923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,20,0.5843961538461538,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,21,0.5558192307692308,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,22,0.5712269230769231,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,23,0.5664115384615385,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,24,0.5847307692307693,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,25,0.5806384615384615,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,26,0.53995,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,27,0.58635,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,28,0.5601961538461538,0.5538461538461539,0.49230769230769234,0.6307692307692307
FullcrossTimelimited,29,0.5846461538461538,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,30,0.5829807692307692,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossTimelimited,31,0.5580846153846154,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,32,0.5605,0.5692307692307692,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,33,0.574126923076923,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,34,0.5755846153846154,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,35,0.5764461538461538,0.5846153846153846,0.5076923076923077,0.6461538461538462
FullcrossTimelimited,36,0.5732538461538461,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossTimelimited,37,0.5742192307692308,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossTimelimited,38,0.5696423076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossTimelimited,39,0.5785153846153847,0.5846153846153846,0.5076923076923077,0.6461538461538462
FullcrossTimelimited,40,0.55415,0.5538461538461539,0.47692307692307695,0.6307692307692307
