task,trial,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FullcrossNoTimelimited,1,0.5003076923076923,0.5076923076923077,0.4153846153846154,0.5846153846153846
FullcrossNoTimelimited,2,0.5705615384615385,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,3,0.5477346153846154,0.5538461538461539,0.47692307692307695,0.6153846153846154
FullcrossNoTimelimited,4,0.5530076923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,5,0.5440384615384616,0.5384615384615384,0.47692307692307695,0.6153846153846154
FullcrossNoTimelimited,6,0.5206423076923077,0.5230769230769231,0.4461538461538462,0.6
FullcrossNoTimelimited,7,0.5752307692307692,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,8,0.5425346153846153,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossNoTimelimited,9,0.545923076923077,0.5538461538461539,0.47692307692307695,0.6153846153846154
FullcrossNoTimelimited,10,0.5586769230769231,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,11,0.5791961538461539,0.5846153846153846,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,12,0.5391192307692307,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossNoTimelimited,13,0.594,0.6,0.5230769230769231,0.676923076923077
FullcrossNoTimelimited,14,0.5734269230769231,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,15,0.5524423076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,16,0.5676923076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,17,0.5540076923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,18,0.5534076923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,19,0.572026923076923,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,20,0.5642961538461538,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,21,0.5640384615384616,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,22,0.5867769230769231,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,23,0.5771615384615385,0.5846153846153846,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,24,0.5856923076923077,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,25,0.5740038461538461,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,26,0.5906269230769231,0.5846153846153846,0.5230769230769231,0.6615384615384615
FullcrossNoTimelimited,27,0.5788192307692308,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,28,0.5729653846153846,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,29,0.5566923076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,30,0.5789653846153846,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,31,0.5565576923076924,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,32,0.5845269230769231,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,33,0.5896230769230769,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,34,0.5547423076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,35,0.5516192307692308,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,36,0.567123076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,37,0.5757730769230769,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,38,0.5636269230769231,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,39,0.5832384615384616,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,40,0.5498961538461539,0.5538461538461539,0.47692307692307695,0.6307692307692307
