parameter,condition,mean,q025,q17,q83,q975
Relative Reward,Limited Time,-0.07126525777262584,-0.6863889818173455,-0.38344170773596126,0.2392338608810048,0.5700554781888734
Relative Reward,Unlimited Time,0.16717051573461372,-0.513957575426388,-0.12722033599707044,0.4742231501570537,0.760663392553637
Relative Uncertainty,Limited Time,1.2616778924471805,-3.8468093057713952,-1.2664856749936972,3.7543105500042557,6.336351291177263
Relative Uncertainty,Unlimited Time,0.3408971247762847,-4.662486242212136,-2.1605451697768614,2.9227716671065065,5.544039450310892
