parameter,condition,mean,q025,q17,q83,q975
Relative Reward,Accept,0.148906183114643,-0.6060247959621622,-0.22495685735780827,0.5097733352944326,0.8476045415243507
Relative Reward,Reject,-0.06473085836534535,-0.8378361841050789,-0.42466348877067783,0.30555948835935504,0.7118927830353777
Relative Uncertainty,Accept,0.009770274100351932,-5.546333423873072,-2.806820663078936,2.7999000078387812,5.263886196687748
Relative Uncertainty,Reject,1.7798426295587721,-4.5056615127114545,-1.2597601330321595,4.936197218238146,7.961037522436335
