term,Estimate,Std. Error,z value,Pr(>|z|)
(Intercept),-0.16959993589491307,0.1802613353428479,-0.9408558722387282,0.34677872395908366
Blocks,0.08083544830723237,0.05424468883775758,1.490200239677032,0.13617159339545618
Choice_FrameReject,0.2425495431271098,0.24100421195609784,1.0064120504719372,0.31421739927717507
Feedback_TypePartial,0.06218452017064338,0.26629211318244833,0.23351994705167275,0.815357682157619
Blocks:Choice_FrameReject,-0.09806840651073645,0.07237862481770901,-1.3549360292175912,0.17543793930990026
Blocks:Feedback_TypePartial,-0.18381769617124447,0.08061551322356245,-2.2801777079987366,0.022597150898229786
Choice_FrameReject:Feedback_TypePartial,-0.060647123564660885,0.3571924169394308,-0.16978838488316741,0.8651765618176437
Blocks:Choice_FrameReject:Feedback_TypePartial,0.05003287299396553,0.10809472180392835,0.4628613882250377,0.6434637254796407
