task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FulltickNoTimelimited,mu_log_beta0,0.23644691756627664,0.018357725903521055,0.2965345524867408,-0.3713547196428718,0.04344518693804153,0.2428489399206238,0.442010703491974,0.777448751704049,260.92329108434393,1.0102124686246483
FulltickNoTimelimited,mu_beta_slope,0.23790723257336385,0.009659067870192994,0.28552309130521375,-0.32022264471511924,0.04566208260486019,0.23091497598868332,0.43975430113668923,0.7744916793540185,873.7999964968049,1.0006628865406804
FulltickNoTimelimited,mu_gamma,-0.09146790075339682,0.004811975582261461,0.08784974122399819,-0.257182638063206,-0.15292281044868133,-0.09233870175179115,-0.03506383585209353,0.08073985913003176,333.2991017963574,1.0022087038438412
FulltickNoTimelimited,mu_bias,0.035133712889203604,0.001720841341237901,0.029060205693612676,-0.021243740621090915,0.016038865865130574,0.03617975572896151,0.05524174459356671,0.09428220843203657,285.17779460697494,1.002271471877948
FulltickNoTimelimited,mu_alpha_pos_logit,0.7069000884060324,0.01678637085070161,0.40908488004914806,0.01872984690050224,0.4155751735785731,0.6810573887822462,0.9490391612072857,1.666452451598109,593.8998686401005,1.0039638718958308
FulltickNoTimelimited,mu_alpha_neg_logit,1.3590865215718366,0.057354380520060096,0.6470395628442573,0.1901304155552135,0.9075076073846057,1.3289523623107022,1.7582095929715522,2.7270633519419794,127.27071548644415,1.0075644850929653
FulltickNoTimelimited,sigma_log_beta0,1.0597822831615404,0.010134486072348256,0.19150981835518732,0.7209271835711402,0.9221678738525511,1.055189217649672,1.1839821830402228,1.4689014775274218,357.09077292419386,0.9998682713908061
FulltickNoTimelimited,sigma_beta_slope,0.2302963415582119,0.007255521818673328,0.1713479884963486,0.014834153768432865,0.09821782002790108,0.1930489854445741,0.321397703620626,0.6432347058215349,557.7257755564798,1.0078610365652045
FulltickNoTimelimited,sigma_gamma,0.5542782733569506,0.008061644217751131,0.09022086738852901,0.3939417984608091,0.4891529315300926,0.5490947077978651,0.6179099786293017,0.7424344705561826,125.24682949847538,1.0115546333511571
FulltickNoTimelimited,sigma_bias,0.04771034788791993,0.0016849498343584873,0.03363342754474893,0.0011473992783410294,0.019750030568413623,0.04318634233221903,0.07110599617786593,0.11819113066623096,398.4449304978092,0.999032383251782
FulltickNoTimelimited,sigma_alpha_pos,0.5756917889273719,0.018185263274424095,0.3914011546306387,0.025934250934610128,0.2506382886085062,0.5308917708505119,0.8234839642799733,1.4392746428326384,463.2388974041925,1.0063734540773372
FulltickNoTimelimited,sigma_alpha_neg,1.0600232928588007,0.09750619085413388,0.6243037863404322,0.049504840289299204,0.5023295631772471,1.10286260533407,1.557463362564681,2.14836223980845,40.994685244451865,1.0152983205848534
