task,model,trial,acc_mean,acc_median,acc_lo10,acc_hi90
FullcrossTimelimited,B3_five_parameter_bias_lapse,1,0.5033076923076923,0.5076923076923077,0.42923076923076936,0.5846153846153846
FullcrossTimelimited,B3_five_parameter_bias_lapse,2,0.5573384615384616,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,3,0.5449076923076923,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,4,0.5404153846153846,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,5,0.5423076923076923,0.5384615384615384,0.47692307692307695,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,6,0.5397538461538461,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,7,0.524523076923077,0.5230769230769231,0.4461538461538462,0.6
FullcrossTimelimited,B3_five_parameter_bias_lapse,8,0.5400153846153847,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,9,0.5494,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,10,0.5444,0.5384615384615384,0.4753846153846155,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,11,0.5370615384615385,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,12,0.5344,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,13,0.5241076923076923,0.5230769230769231,0.4461538461538462,0.6
FullcrossTimelimited,B3_five_parameter_bias_lapse,14,0.5397538461538461,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,15,0.5426153846153846,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,16,0.538676923076923,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,17,0.5420153846153847,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,18,0.5458923076923077,0.5384615384615384,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,19,0.5325846153846154,0.5384615384615384,0.4461538461538462,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,20,0.5514461538461538,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,21,0.5361230769230769,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,22,0.5363538461538462,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,23,0.5504615384615384,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,24,0.5568153846153846,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,25,0.5371230769230769,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,26,0.5162,0.5076923076923077,0.4461538461538462,0.6
FullcrossTimelimited,B3_five_parameter_bias_lapse,27,0.5520615384615385,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,28,0.5309384615384616,0.5230769230769231,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,29,0.5457692307692308,0.5384615384615384,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,30,0.5479846153846154,0.5538461538461539,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,31,0.5444769230769231,0.5384615384615384,0.47692307692307695,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,32,0.5403692307692308,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,33,0.5479076923076923,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,34,0.5515076923076924,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,35,0.5538307692307692,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B3_five_parameter_bias_lapse,36,0.5372153846153847,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,37,0.5357846153846154,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,38,0.5381846153846154,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B3_five_parameter_bias_lapse,39,0.5463076923076923,0.5538461538461539,0.46153846153846156,0.6169230769230774
FullcrossTimelimited,B3_five_parameter_bias_lapse,40,0.5295846153846154,0.5230769230769231,0.4461538461538462,0.6015384615384619
