task,model,trial,acc_mean,acc_median,acc_lo10,acc_hi90
FullcrossTimelimited,B1_three_parameter,1,0.49956923076923077,0.49230769230769234,0.4153846153846154,0.5846153846153846
FullcrossTimelimited,B1_three_parameter,2,0.5582153846153847,0.5538461538461539,0.49230769230769234,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,3,0.5495076923076924,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,4,0.5432923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,5,0.5412461538461538,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,6,0.5388461538461539,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,7,0.5294307692307693,0.5307692307692308,0.4461538461538462,0.6
FullcrossTimelimited,B1_three_parameter,8,0.543723076923077,0.5384615384615384,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,9,0.5427692307692308,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,10,0.539,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,11,0.5320461538461538,0.5384615384615384,0.4461538461538462,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,12,0.5351230769230769,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,13,0.5344923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,14,0.5456461538461539,0.5538461538461539,0.4753846153846155,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,15,0.5404153846153846,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,16,0.5399692307692308,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,17,0.5301384615384616,0.5307692307692308,0.4461538461538462,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,18,0.5384923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,19,0.5321230769230769,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,20,0.5511538461538462,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,21,0.5400307692307692,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,22,0.5320461538461538,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,23,0.5447846153846154,0.5461538461538462,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,24,0.5595846153846153,0.5692307692307692,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,25,0.5416923076923077,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,26,0.5107692307692308,0.5076923076923077,0.4307692307692308,0.5846153846153846
FullcrossTimelimited,B1_three_parameter,27,0.5450923076923077,0.5384615384615384,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,28,0.5251846153846154,0.5230769230769231,0.4461538461538462,0.6
FullcrossTimelimited,B1_three_parameter,29,0.5471538461538462,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,30,0.5542153846153847,0.5538461538461539,0.47692307692307695,0.6461538461538462
FullcrossTimelimited,B1_three_parameter,31,0.5325846153846154,0.5230769230769231,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,32,0.5398615384615385,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,33,0.5450153846153847,0.5538461538461539,0.46153846153846156,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,34,0.5444307692307693,0.5538461538461539,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,35,0.5532923076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossTimelimited,B1_three_parameter,36,0.5276307692307692,0.5230769230769231,0.4461538461538462,0.6
FullcrossTimelimited,B1_three_parameter,37,0.5329076923076923,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,38,0.5384307692307693,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,39,0.5392615384615385,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossTimelimited,B1_three_parameter,40,0.5326,0.5384615384615384,0.46153846153846156,0.6153846153846154
