task,model,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FullcrossTimelimited,B1_three_parameter,mu_alpha,0.6996025608432299,0.011320825469843704,0.4277775716270517,-0.10913043627997394,0.39709318877504135,0.7134490655161322,0.9866286908341246,1.509532838475099,1427.8409442365057,0.9991455623625871
FullcrossTimelimited,B1_three_parameter,mu_beta,-0.009749024664895103,0.012640902883416991,0.46663409213393514,-0.9138193707652694,-0.3323623897575348,-4.773391078198713e-4,0.31427917580498155,0.9108798288464199,1362.6889696235933,0.99832753563088
FullcrossTimelimited,B1_three_parameter,mu_gamma,0.07838445406993032,0.0059150364340800066,0.09327830428969765,-0.10114723116628857,0.010494764557911422,0.08051896416923127,0.14464220050510734,0.2570323283716917,248.68319406877856,1.0022159742544674
FullcrossTimelimited,B1_three_parameter,sigma_alpha,0.3931131908202109,0.00906066114073584,0.28835194699855826,0.015487294016381287,0.1658159467898164,0.3293820107297775,0.5705868693883634,1.0608027717626753,1012.8053791286267,0.9986650370460096
FullcrossTimelimited,B1_three_parameter,sigma_beta,0.4043098417550661,0.008885534996653654,0.31072064216820205,0.013919689363761333,0.15299702042067742,0.3442977644261528,0.5952487621920939,1.151972023516279,1222.8496064363271,0.9982084791894091
FullcrossTimelimited,B1_three_parameter,sigma_gamma,0.6454250627373447,0.004084436648782099,0.07877175313316592,0.5111710448520022,0.5903670537832261,0.6403128861918319,0.6950717290191675,0.8172851876150038,371.9432603106496,1.0035004753357248
