task,model,trial,acc_mean,acc_median,acc_lo10,acc_hi90
PartialtickNoTimelimited,B1_three_parameter,1,0.5035714285714286,0.5,0.4107142857142857,0.5892857142857143
PartialtickNoTimelimited,B1_three_parameter,2,0.62075,0.625,0.5357142857142857,0.7142857142857143
PartialtickNoTimelimited,B1_three_parameter,3,0.5778571428571428,0.5714285714285714,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,4,0.5759464285714285,0.5714285714285714,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,5,0.6199464285714286,0.625,0.5357142857142857,0.6964285714285714
PartialtickNoTimelimited,B1_three_parameter,6,0.5591964285714286,0.5535714285714286,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,7,0.5865714285714285,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,8,0.5741428571428572,0.5714285714285714,0.5,0.6446428571428575
PartialtickNoTimelimited,B1_three_parameter,9,0.5655892857142857,0.5714285714285714,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,10,0.591125,0.5892857142857143,0.5,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,11,0.5635178571428572,0.5714285714285714,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,12,0.587625,0.5892857142857143,0.5,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,13,0.5724107142857143,0.5714285714285714,0.5,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,14,0.5851607142857143,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,15,0.5952142857142857,0.5892857142857143,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,16,0.6021607142857143,0.6071428571428571,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,17,0.6182142857142857,0.625,0.5357142857142857,0.6964285714285714
PartialtickNoTimelimited,B1_three_parameter,18,0.5343214285714286,0.5357142857142857,0.4642857142857143,0.6071428571428571
PartialtickNoTimelimited,B1_three_parameter,19,0.5676428571428571,0.5714285714285714,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,20,0.5608035714285714,0.5535714285714286,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,21,0.5893928571428572,0.5892857142857143,0.5178571428571429,0.6625000000000004
PartialtickNoTimelimited,B1_three_parameter,22,0.5953571428571428,0.5892857142857143,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,23,0.6054642857142857,0.6071428571428571,0.5357142857142857,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,24,0.5793035714285715,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,25,0.5952678571428571,0.5892857142857143,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,26,0.5701785714285714,0.5714285714285714,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,27,0.5660000000000001,0.5625,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,28,0.540875,0.5357142857142857,0.4642857142857143,0.625
PartialtickNoTimelimited,B1_three_parameter,29,0.5753214285714285,0.5714285714285714,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,30,0.5819821428571429,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,31,0.580125,0.5714285714285714,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,32,0.5615535714285714,0.5714285714285714,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,33,0.5903392857142857,0.5892857142857143,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,34,0.5867678571428572,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,35,0.5604107142857143,0.5535714285714286,0.48214285714285715,0.6428571428571429
PartialtickNoTimelimited,B1_three_parameter,36,0.5997321428571428,0.6071428571428571,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,37,0.5836785714285714,0.5892857142857143,0.5,0.6607142857142857
PartialtickNoTimelimited,B1_three_parameter,38,0.6052142857142857,0.6071428571428571,0.5178571428571429,0.6964285714285714
PartialtickNoTimelimited,B1_three_parameter,39,0.5921964285714286,0.5892857142857143,0.5178571428571429,0.6785714285714286
PartialtickNoTimelimited,B1_three_parameter,40,0.5746607142857143,0.5714285714285714,0.5,0.6607142857142857
