task,model,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
PartialcrossNoTimelimited,B2_regret_4parameter,mu_alpha,0.9421121600637363,0.007346027850704294,0.4023585161891935,0.1537896247463374,0.6788804609864769,0.9485316993243005,1.1997058138972752,1.7265079556344636,3000,0.9989469316034734
PartialcrossNoTimelimited,B2_regret_4parameter,mu_beta,1.7002404790919017,0.006080192520433109,0.2981279409269774,1.1229866002334485,1.5015395274442382,1.7115747572246875,1.90998003662681,2.2315871529076152,2404.2005908647616,0.9993609329009094
PartialcrossNoTimelimited,B2_regret_4parameter,mu_gamma,0.41954977752854916,0.004939495164061503,0.11362383638634592,0.20675457972585665,0.34367885793701786,0.41821961529418183,0.4908304015615221,0.645166105426903,529.1438686508621,1.0018184351642665
PartialcrossNoTimelimited,B2_regret_4parameter,mu_rho,0.9157273695771898,0.008003963275827634,0.412917435478342,0.11263301581810789,0.6258724186632847,0.9192297856924863,1.1992280531182127,1.7065325507133722,2661.4374772532606,0.9985647147501576
PartialcrossNoTimelimited,B2_regret_4parameter,sigma_alpha,0.38920159690986017,0.011346683683794281,0.2866892306187558,0.0171542447240385,0.15684687877572256,0.3290408188359867,0.564589392203585,1.080301980369799,638.3882166390704,1.0006040624888684
PartialcrossNoTimelimited,B2_regret_4parameter,sigma_beta,0.2526414471632418,0.007945184806393982,0.20393353411955606,0.008900587566865806,0.08389806494203629,0.2034448897528397,0.35833069497629744,0.7714037295152186,658.8238068659181,0.9991667767862533
PartialcrossNoTimelimited,B2_regret_4parameter,sigma_gamma,0.7701016473339539,0.004611623516210584,0.09326072770766355,0.6051907091900833,0.7048197554175367,0.76194174683584,0.8282270936925364,0.9684077968240763,408.9685479666334,1.0117274841178583
PartialcrossNoTimelimited,B2_regret_4parameter,sigma_rho,0.39977612866968654,0.010756651989857273,0.29483688306569056,0.018350038112700303,0.14909323766784735,0.35482347426374394,0.5871747647558714,1.033372243917392,751.2930760638491,1.0001543063233327
