task,model,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FullcrossTimelimited,B2_regret_4parameter,mu_alpha,0.526059731230081,0.009641475980947516,0.43406228552463344,-0.35662602097976126,0.23548850376707167,0.5287484129176893,0.8186711572739305,1.3722413604640902,2026.8287608075616,1.0005146917538104
FullcrossTimelimited,B2_regret_4parameter,mu_beta,0.0324938892809949,0.009184150717570954,0.503036651954087,-0.9744888323358794,-0.2994242123520562,0.03434592715963958,0.37742495859641856,1.0550603921368054,3000,0.9982123752529428
FullcrossTimelimited,B2_regret_4parameter,mu_gamma,0.08496844601514543,0.0036111456208473146,0.09313050237614452,-0.09987950362124266,0.02392476469190578,0.0839961291001009,0.14927686046121003,0.2638776042327691,665.1106280253837,0.9986470544768892
FullcrossTimelimited,B2_regret_4parameter,mu_rho,0.5361201351030375,0.010183619937278916,0.4466879536237496,-0.3178311276564256,0.22527065221333203,0.532822939810043,0.8422493970480981,1.3716383771365825,1923.9957823194097,0.9997435780290815
FullcrossTimelimited,B2_regret_4parameter,sigma_alpha,0.37990371248227184,0.009602326421600397,0.28660246918410676,0.013973165992835688,0.1463685033803897,0.3295813468037072,0.5607134173587935,1.022144389944761,890.8548008567683,0.9980307896701228
FullcrossTimelimited,B2_regret_4parameter,sigma_beta,0.37665196536311174,0.009086493321626074,0.2996084434455571,0.01996595065495073,0.1352186370877015,0.2943227312808603,0.5594885823668286,1.0883393922227296,1087.2150940529316,0.9982380529533208
FullcrossTimelimited,B2_regret_4parameter,sigma_gamma,0.6568849416583252,0.004100946226389416,0.08209098350892768,0.5116925960869558,0.6013316120575419,0.6504349933199968,0.711328272511015,0.8278299917315565,400.70316099182867,0.9994217817139974
FullcrossTimelimited,B2_regret_4parameter,sigma_rho,0.37879149211069546,0.008121845537518232,0.2855579461145011,0.019415022520539678,0.14972694512787205,0.31106893267461155,0.5630784896977636,1.0347607838308284,1236.1724138083125,0.998640671515167
