task,status,note,elapsed_sec
FullcrossNoTimelimited,success,,195.91158509254456
FulltickTimelimited,success,,187.92304110527039
PartialcrossTimelimited,success,,236.70430612564087
PartialtickTimelimited,success,,300.6291708946228
