model,term,estimate,std_error,statistic,p_value,conf_low,conf_high
V_risky + RU_risky + VTU_risky,V_risky_z,0.3451864167424188,0.042670271759253774,8.089623114892847,5.984963190314249e-16,0.2615526840942814,0.4288201493905562
V_risky + RU_risky + VTU_risky,RU_risky_z,0.3378997371448522,0.035495288105915096,9.519565981168725,1.7390383925278268e-21,0.2683289724572586,0.4074705018324458
V_risky + RU_risky + VTU_risky,VTU_risky_z,0.020458997524930043,0.023783400593370155,0.8602217098690749,0.389666839584251,-0.026156467638075456,0.06707446268793554
