task,n_participants,n_trials,draws,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90,acc_prob_mean,acc_prob_draw_median,acc_prob_draw_lo10,acc_prob_draw_hi90,log_loss,brier,iter,warmup,chains,elapsed_sec,n_divergent,n_max_treedepth,max_rhat,min_n_eff
FullcrossTimelimited,65,40,1200,0.563740064102564,0.5634615384615385,0.5511538461538461,0.5765384615384616,0.6465384615384615,0.6315384615384615,0.6226923076923077,0.6392307692307693,0.6092721780510869,0.21192581127583154,1200,600,2,359.8118739128113,0,0,1.0519425053906466,1.0072970773442704
FulltickNoTimelimited,65,40,1200,0.5649461538461539,0.5653846153846154,0.5515384615384615,0.5776923076923077,0.6642307692307692,0.6430769230769231,0.6342307692307693,0.6511538461538462,0.6080584966108932,0.210935862745849,1200,600,2,465.09003806114197,0,0,1.0526606984193,1.0085771120466003
PartialcrossNoTimelimited,56,40,1200,0.6128180803571428,0.6133928571428572,0.6,0.6254464285714286,0.7022321428571429,0.6959821428571429,0.6870535714285714,0.7044642857142858,0.5482138188642899,0.18694098218209318,1200,600,2,218.26236701011658,0,0,1.051064080221518,1.0075494587390736
PartialtickNoTimelimited,56,40,1200,0.6304386160714286,0.6308035714285715,0.6178571428571429,0.6433035714285714,0.7160714285714286,0.7116071428571429,0.7044642857142858,0.7178571428571429,0.5282414477782353,0.17829649937188993,1200,600,2,201.56505298614502,0,0,1.029419066224967,1.0113178895329475
