model,n_divergent,n_max_treedepth,max_rhat,min_n_eff,draws,n_obs,elpd_loo,se_elpd_loo,looic,p_loo,elpd_waic,se_elpd_waic,waic,p_waic,pareto_k_gt_0_7,pareto_k_gt_1
noisy_wsls_non4060,0,0,1.0110996996403276,878.0731651065944,4000,18876,-12142.039529406477,40.44908501493569,24284.079058812953,215.45179463146712,-12141.721494325428,40.44741069995904,24283.442988650855,215.1337595505816,0,0
