method,term,estimate,se,stat,p_value
method2_switch_feedback_aware_followup_only,(Intercept),-0.48125973566929847,0.15238502801678575,-3.158182545441971,0.0015875611262300008
method2_switch_feedback_aware_followup_only,feedbackPartial,-0.3317999912420076,0.1704873020944413,-1.9461859456149249,0.051632407537186294
method2_switch_feedback_aware_followup_only,prev_chosen_reward_z,0.03484402905128923,0.024975364468097873,1.3951359587083116,0.1629748444632517
method2_switch_feedback_aware_followup_only,prev_counterfactual_adv_z,-0.5292416998472227,0.025105609879942845,-21.080615144507597,1.198161954246477e-98
method2_switch_feedback_aware_followup_only,framingReject,0.29983686990583375,0.1361435018109977,2.2023590249800145,0.027639957845250612
method2_switch_feedback_aware_followup_only,time_pressureYes,0.1591348736949256,0.13612238920313996,1.1690573066378034,0.24238054341571627
method2_switch_feedback_aware_followup_only,feedbackPartial:prev_chosen_reward_z,-0.5575481372553768,0.033060941523491504,-16.8642546631411,8.243540325531147e-64
