method,term,estimate,se,stat,p_value
method1_wsls_feedback_aware_followup_only,(Intercept),-0.88381159157536,0.12978812871961212,-6.809648927789868,9.783720456071108e-12
method1_wsls_feedback_aware_followup_only,prev_loss,1.0261814748401583,0.03889210993133833,26.385338225460632,2.0186954342688782e-153
method1_wsls_feedback_aware_followup_only,feedbackPartial,-0.30098512341776773,0.15222227966709576,-1.977273787227537,0.048010690971189644
method1_wsls_feedback_aware_followup_only,framingReject,0.23353334268708706,0.10923689390328702,2.1378614343780775,0.032527991104750124
method1_wsls_feedback_aware_followup_only,time_pressureYes,0.08807495057398275,0.10927301567870715,0.8060082356740975,0.4202381004397792
method1_wsls_feedback_aware_followup_only,prev_loss:feedbackPartial,-0.07895132102426053,0.05748217262616901,-1.3734922919096066,0.16959935586438493
