task,pair,participant_index,correlation
FullcrossTimelimited,gamma_a vs gamma_b,60,-0.8125185993213399
FullcrossTimelimited,gamma_a vs gamma_b,61,-0.7998629995368788
FullcrossTimelimited,gamma_a vs gamma_b,62,-0.806791543190471
FullcrossTimelimited,gamma_a vs gamma_b,63,-0.8338993346545103
FullcrossTimelimited,gamma_a vs gamma_b,64,-0.7843214272340803
FullcrossTimelimited,gamma_a vs gamma_b,65,-0.804960567192343
FulltickNoTimelimited,alpha_a vs alpha_b,1,-0.1825430426087713
FulltickNoTimelimited,alpha_a vs alpha_b,2,-0.1873364853019536
FulltickNoTimelimited,alpha_a vs alpha_b,3,-0.43662544545274173
FulltickNoTimelimited,alpha_a vs alpha_b,4,-0.19250249663139837
FulltickNoTimelimited,alpha_a vs alpha_b,5,-0.2822155934477801
FulltickNoTimelimited,alpha_a vs alpha_b,6,-0.38758156033536106
FulltickNoTimelimited,alpha_a vs alpha_b,7,-0.25001802193809897
FulltickNoTimelimited,alpha_a vs alpha_b,8,-0.2643934237495808
FulltickNoTimelimited,alpha_a vs alpha_b,9,-0.35465250075674354
FulltickNoTimelimited,alpha_a vs alpha_b,10,-0.2993743638714824
FulltickNoTimelimited,alpha_a vs alpha_b,11,-0.21822642157958017
FulltickNoTimelimited,alpha_a vs alpha_b,12,-0.13535749195506863
FulltickNoTimelimited,alpha_a vs alpha_b,13,-0.3145819094342434
FulltickNoTimelimited,alpha_a vs alpha_b,14,-0.5919181013118956
FulltickNoTimelimited,alpha_a vs alpha_b,15,-0.21756235158043025
FulltickNoTimelimited,alpha_a vs alpha_b,16,-0.24903658340286497
FulltickNoTimelimited,alpha_a vs alpha_b,17,-0.45531560702497814
FulltickNoTimelimited,alpha_a vs alpha_b,18,-0.3629694906690119
FulltickNoTimelimited,alpha_a vs alpha_b,19,-0.3712767017233718
FulltickNoTimelimited,alpha_a vs alpha_b,20,-0.27027735296963057
FulltickNoTimelimited,alpha_a vs alpha_b,21,-0.13676418180692335
FulltickNoTimelimited,alpha_a vs alpha_b,22,-0.31403572881941927
FulltickNoTimelimited,alpha_a vs alpha_b,23,-0.2483832484165762
FulltickNoTimelimited,alpha_a vs alpha_b,24,-0.1973152845104153
FulltickNoTimelimited,alpha_a vs alpha_b,25,-0.27524379853130926
FulltickNoTimelimited,alpha_a vs alpha_b,26,-0.48588761431480376
FulltickNoTimelimited,alpha_a vs alpha_b,27,-0.17001589947151408
FulltickNoTimelimited,alpha_a vs alpha_b,28,-0.27052465851836216
FulltickNoTimelimited,alpha_a vs alpha_b,29,-0.12432726048763397
FulltickNoTimelimited,alpha_a vs alpha_b,30,-0.20851357830748019
FulltickNoTimelimited,alpha_a vs alpha_b,31,-0.1129546595885989
FulltickNoTimelimited,alpha_a vs alpha_b,32,-0.20885707339411025
FulltickNoTimelimited,alpha_a vs alpha_b,33,-0.2913501843190929
FulltickNoTimelimited,alpha_a vs alpha_b,34,-0.4818561966257763
FulltickNoTimelimited,alpha_a vs alpha_b,35,-0.5775338870509312
FulltickNoTimelimited,alpha_a vs alpha_b,36,-0.6344019899753698
FulltickNoTimelimited,alpha_a vs alpha_b,37,-0.5623662258601955
FulltickNoTimelimited,alpha_a vs alpha_b,38,-0.1849838045325645
FulltickNoTimelimited,alpha_a vs alpha_b,39,-0.32519388528634846
FulltickNoTimelimited,alpha_a vs alpha_b,40,-0.273978143887084
FulltickNoTimelimited,alpha_a vs alpha_b,41,-0.2870526202564697
FulltickNoTimelimited,alpha_a vs alpha_b,42,-0.2551959458839854
FulltickNoTimelimited,alpha_a vs alpha_b,43,-0.2673791517838708
FulltickNoTimelimited,alpha_a vs alpha_b,44,-0.4019762983248526
FulltickNoTimelimited,alpha_a vs alpha_b,45,-0.23696856621758458
FulltickNoTimelimited,alpha_a vs alpha_b,46,-0.3097194434601515
FulltickNoTimelimited,alpha_a vs alpha_b,47,-0.306772726331633
FulltickNoTimelimited,alpha_a vs alpha_b,48,-0.17351625173777152
FulltickNoTimelimited,alpha_a vs alpha_b,49,-0.18354282580553602
FulltickNoTimelimited,alpha_a vs alpha_b,50,-0.3592219923063955
FulltickNoTimelimited,alpha_a vs alpha_b,51,-0.5043026958946063
FulltickNoTimelimited,alpha_a vs alpha_b,52,-0.14493958617167996
FulltickNoTimelimited,alpha_a vs alpha_b,53,-0.5203084201636922
FulltickNoTimelimited,alpha_a vs alpha_b,54,-0.19624086224677226
FulltickNoTimelimited,alpha_a vs alpha_b,55,-0.13137711209654662
FulltickNoTimelimited,alpha_a vs alpha_b,56,-0.6113088237927452
FulltickNoTimelimited,alpha_a vs alpha_b,57,-0.14305835833485653
FulltickNoTimelimited,alpha_a vs alpha_b,58,-0.3553362886717419
FulltickNoTimelimited,alpha_a vs alpha_b,59,-0.32133435499460483
FulltickNoTimelimited,alpha_a vs alpha_b,60,-0.17538096082965385
FulltickNoTimelimited,alpha_a vs alpha_b,61,-0.40862653019538697
FulltickNoTimelimited,alpha_a vs alpha_b,62,-0.22779233474518687
FulltickNoTimelimited,alpha_a vs alpha_b,63,-0.523235314092886
FulltickNoTimelimited,alpha_a vs alpha_b,64,-0.5190219925290132
FulltickNoTimelimited,alpha_a vs alpha_b,65,-0.2162107383128601
FulltickNoTimelimited,beta_a vs beta_b,1,-0.5440752159646458
FulltickNoTimelimited,beta_a vs beta_b,2,-0.5177110287412582
FulltickNoTimelimited,beta_a vs beta_b,3,-0.7098310722627627
FulltickNoTimelimited,beta_a vs beta_b,4,-0.5499709663428266
FulltickNoTimelimited,beta_a vs beta_b,5,-0.6064579051109819
FulltickNoTimelimited,beta_a vs beta_b,6,-0.63176139801402
FulltickNoTimelimited,beta_a vs beta_b,7,-0.5485065437782777
FulltickNoTimelimited,beta_a vs beta_b,8,-0.5674007713304859
FulltickNoTimelimited,beta_a vs beta_b,9,-0.5252036911004677
FulltickNoTimelimited,beta_a vs beta_b,10,-0.5696734305829445
FulltickNoTimelimited,beta_a vs beta_b,11,-0.5386996519908803
FulltickNoTimelimited,beta_a vs beta_b,12,-0.5402970139717859
FulltickNoTimelimited,beta_a vs beta_b,13,-0.6405681010670949
FulltickNoTimelimited,beta_a vs beta_b,14,-0.9348896575778214
FulltickNoTimelimited,beta_a vs beta_b,15,-0.52913966850745775
FulltickNoTimelimited,beta_a vs beta_b,16,-0.5203821328233719
FulltickNoTimelimited,beta_a vs beta_b,17,-0.7149596774789596
FulltickNoTimelimited,beta_a vs beta_b,18,-0.6497633052682684
FulltickNoTimelimited,beta_a vs beta_b,19,-0.5856402613686291
FulltickNoTimelimited,beta_a vs beta_b,20,-0.5476972304490996
FulltickNoTimelimited,beta_a vs beta_b,21,-0.5572503377103541
FulltickNoTimelimited,beta_a vs beta_b,22,-0.536128004933773
FulltickNoTimelimited,beta_a vs beta_b,23,-0.5844081491454104
FulltickNoTimelimited,beta_a vs beta_b,24,-0.5562864149676181
FulltickNoTimelimited,beta_a vs beta_b,25,-0.5043143113018803
FulltickNoTimelimited,beta_a vs beta_b,26,-0.764273485960646
FulltickNoTimelimited,beta_a vs beta_b,27,-0.5960803759679679
FulltickNoTimelimited,beta_a vs beta_b,28,-0.4397712379254641
FulltickNoTimelimited,beta_a vs beta_b,29,-0.5256251519778805
FulltickNoTimelimited,beta_a vs beta_b,30,-0.5640203255949365
FulltickNoTimelimited,beta_a vs beta_b,31,-0.5365333890348838
FulltickNoTimelimited,beta_a vs beta_b,32,-0.5169604634206542
FulltickNoTimelimited,beta_a vs beta_b,33,-0.5180446420823758
FulltickNoTimelimited,beta_a vs beta_b,34,-0.7243423771987834
FulltickNoTimelimited,beta_a vs beta_b,35,-0.9367165192337962
FulltickNoTimelimited,beta_a vs beta_b,36,-0.9530921009688184
FulltickNoTimelimited,beta_a vs beta_b,37,-0.7984644012523127
FulltickNoTimelimited,beta_a vs beta_b,38,-0.49883598568261256
FulltickNoTimelimited,beta_a vs beta_b,39,-0.6290734489681951
FulltickNoTimelimited,beta_a vs beta_b,40,-0.5662719341177492
FulltickNoTimelimited,beta_a vs beta_b,41,-0.5572001037099038
FulltickNoTimelimited,beta_a vs beta_b,42,-0.5600918007423032
FulltickNoTimelimited,beta_a vs beta_b,43,-0.6001794439639431
FulltickNoTimelimited,beta_a vs beta_b,44,-0.6975539803951825
FulltickNoTimelimited,beta_a vs beta_b,45,-0.5348839721604557
FulltickNoTimelimited,beta_a vs beta_b,46,-0.5678060969930996
FulltickNoTimelimited,beta_a vs beta_b,47,-0.5752471497295955
FulltickNoTimelimited,beta_a vs beta_b,48,-0.5579453397338515
FulltickNoTimelimited,beta_a vs beta_b,49,-0.520465253895339
FulltickNoTimelimited,beta_a vs beta_b,50,-0.609303984790091
FulltickNoTimelimited,beta_a vs beta_b,51,-0.7829527866460343
FulltickNoTimelimited,beta_a vs beta_b,52,-0.5535768616218723
FulltickNoTimelimited,beta_a vs beta_b,53,-0.8538993311282126
FulltickNoTimelimited,beta_a vs beta_b,54,-0.5740554973630121
FulltickNoTimelimited,beta_a vs beta_b,55,-0.5806660433793321
FulltickNoTimelimited,beta_a vs beta_b,56,-0.943119551171865
FulltickNoTimelimited,beta_a vs beta_b,57,-0.5178969832995356
FulltickNoTimelimited,beta_a vs beta_b,58,-0.6282227576425683
FulltickNoTimelimited,beta_a vs beta_b,59,-0.6110100316749892
FulltickNoTimelimited,beta_a vs beta_b,60,-0.49592208344839117
FulltickNoTimelimited,beta_a vs beta_b,61,-0.6460847194258081
FulltickNoTimelimited,beta_a vs beta_b,62,-0.5527022124891904
FulltickNoTimelimited,beta_a vs beta_b,63,-0.8231606433500781
FulltickNoTimelimited,beta_a vs beta_b,64,-0.7712976930510613
FulltickNoTimelimited,beta_a vs beta_b,65,-0.5276728191407792
FulltickNoTimelimited,gamma_a vs gamma_b,1,-0.8016324713327573
FulltickNoTimelimited,gamma_a vs gamma_b,2,-0.8047179158005505
FulltickNoTimelimited,gamma_a vs gamma_b,3,-0.8067625735984287
FulltickNoTimelimited,gamma_a vs gamma_b,4,-0.8834543983509863
FulltickNoTimelimited,gamma_a vs gamma_b,5,-0.8023718832291845
FulltickNoTimelimited,gamma_a vs gamma_b,6,-0.7693362639165361
FulltickNoTimelimited,gamma_a vs gamma_b,7,-0.800364363199913
FulltickNoTimelimited,gamma_a vs gamma_b,8,-0.794461906497062
FulltickNoTimelimited,gamma_a vs gamma_b,9,-0.8152130427642227
FulltickNoTimelimited,gamma_a vs gamma_b,10,-0.7897681828819122
FulltickNoTimelimited,gamma_a vs gamma_b,11,-0.7996631497638693
FulltickNoTimelimited,gamma_a vs gamma_b,12,-0.8121147848972872
FulltickNoTimelimited,gamma_a vs gamma_b,13,-0.8124903363370527
FulltickNoTimelimited,gamma_a vs gamma_b,14,-0.6961030607288078
FulltickNoTimelimited,gamma_a vs gamma_b,15,-0.8352785930080192
FulltickNoTimelimited,gamma_a vs gamma_b,16,-0.8342064960269587
FulltickNoTimelimited,gamma_a vs gamma_b,17,-0.8051696140456504
FulltickNoTimelimited,gamma_a vs gamma_b,18,-0.8214873970164557
FulltickNoTimelimited,gamma_a vs gamma_b,19,-0.8118484297668721
FulltickNoTimelimited,gamma_a vs gamma_b,20,-0.7978465130233067
FulltickNoTimelimited,gamma_a vs gamma_b,21,-0.8043205166202767
FulltickNoTimelimited,gamma_a vs gamma_b,22,-0.8595298137919145
FulltickNoTimelimited,gamma_a vs gamma_b,23,-0.8217649951461973
FulltickNoTimelimited,gamma_a vs gamma_b,24,-0.8456707435933447
FulltickNoTimelimited,gamma_a vs gamma_b,25,-0.8393764602504579
FulltickNoTimelimited,gamma_a vs gamma_b,26,-0.7731847007122185
FulltickNoTimelimited,gamma_a vs gamma_b,27,-0.8010825650925589
FulltickNoTimelimited,gamma_a vs gamma_b,28,-0.785874759461735
FulltickNoTimelimited,gamma_a vs gamma_b,29,-0.7965652111244442
FulltickNoTimelimited,gamma_a vs gamma_b,30,-0.7986068224702979
FulltickNoTimelimited,gamma_a vs gamma_b,31,-0.8035998748001454
FulltickNoTimelimited,gamma_a vs gamma_b,32,-0.7952536978308761
FulltickNoTimelimited,gamma_a vs gamma_b,33,-0.8250328985875619
FulltickNoTimelimited,gamma_a vs gamma_b,34,-0.7803679349565391
FulltickNoTimelimited,gamma_a vs gamma_b,35,-0.7426527940315698
FulltickNoTimelimited,gamma_a vs gamma_b,36,-0.6502569068933294
FulltickNoTimelimited,gamma_a vs gamma_b,37,-0.7749479195048296
FulltickNoTimelimited,gamma_a vs gamma_b,38,-0.8158656453087556
FulltickNoTimelimited,gamma_a vs gamma_b,39,-0.7922899583556111
FulltickNoTimelimited,gamma_a vs gamma_b,40,-0.8019979069272996
FulltickNoTimelimited,gamma_a vs gamma_b,41,-0.8023224358570917
FulltickNoTimelimited,gamma_a vs gamma_b,42,-0.818809907603789
FulltickNoTimelimited,gamma_a vs gamma_b,43,-0.8119298749719892
FulltickNoTimelimited,gamma_a vs gamma_b,44,-0.7842899552916108
FulltickNoTimelimited,gamma_a vs gamma_b,45,-0.7990487523626785
FulltickNoTimelimited,gamma_a vs gamma_b,46,-0.7950144239648566
FulltickNoTimelimited,gamma_a vs gamma_b,47,-0.7891720076573654
FulltickNoTimelimited,gamma_a vs gamma_b,48,-0.7954421406456667
FulltickNoTimelimited,gamma_a vs gamma_b,49,-0.8303124685204485
FulltickNoTimelimited,gamma_a vs gamma_b,50,-0.7911036001484767
FulltickNoTimelimited,gamma_a vs gamma_b,51,-0.7629807009724567
FulltickNoTimelimited,gamma_a vs gamma_b,52,-0.8193447233347295
FulltickNoTimelimited,gamma_a vs gamma_b,53,-0.750128740989662
FulltickNoTimelimited,gamma_a vs gamma_b,54,-0.8076298811236757
FulltickNoTimelimited,gamma_a vs gamma_b,55,-0.7938893073995615
FulltickNoTimelimited,gamma_a vs gamma_b,56,-0.6809283390240621
FulltickNoTimelimited,gamma_a vs gamma_b,57,-0.813198015392207
FulltickNoTimelimited,gamma_a vs gamma_b,58,-0.7956664725639597
FulltickNoTimelimited,gamma_a vs gamma_b,59,-0.8123318847836226
FulltickNoTimelimited,gamma_a vs gamma_b,60,-0.8123672879243077
FulltickNoTimelimited,gamma_a vs gamma_b,61,-0.841016448253843
FulltickNoTimelimited,gamma_a vs gamma_b,62,-0.8032430285048012
FulltickNoTimelimited,gamma_a vs gamma_b,63,-0.7794319523958281
FulltickNoTimelimited,gamma_a vs gamma_b,64,-0.770704433953762
FulltickNoTimelimited,gamma_a vs gamma_b,65,-0.8532865572293761
FulltickTimelimited,alpha_a vs alpha_b,1,-0.5743471703226898
FulltickTimelimited,alpha_a vs alpha_b,2,-0.45932570584971855
FulltickTimelimited,alpha_a vs alpha_b,3,-0.46790151281964454
FulltickTimelimited,alpha_a vs alpha_b,4,-0.4258185134294028
FulltickTimelimited,alpha_a vs alpha_b,5,-0.4574957335027347
FulltickTimelimited,alpha_a vs alpha_b,6,-0.44712557810722375
FulltickTimelimited,alpha_a vs alpha_b,7,-0.473086502420402
FulltickTimelimited,alpha_a vs alpha_b,8,-0.523232733891339
FulltickTimelimited,alpha_a vs alpha_b,9,-0.4169187571139564
FulltickTimelimited,alpha_a vs alpha_b,10,-0.5338619815107422
FulltickTimelimited,alpha_a vs alpha_b,11,-0.40820079132369214
FulltickTimelimited,alpha_a vs alpha_b,12,-0.34144831639611967
FulltickTimelimited,alpha_a vs alpha_b,13,-0.49251102912002903
FulltickTimelimited,alpha_a vs alpha_b,14,-0.41281010978307703
FulltickTimelimited,alpha_a vs alpha_b,15,-0.42996522475272375
FulltickTimelimited,alpha_a vs alpha_b,16,-0.3760345195503403
FulltickTimelimited,alpha_a vs alpha_b,17,-0.46668895108662894
FulltickTimelimited,alpha_a vs alpha_b,18,-0.5277613823219676
FulltickTimelimited,alpha_a vs alpha_b,19,-0.45442308982778595
FulltickTimelimited,alpha_a vs alpha_b,20,-0.44398103714492015
FulltickTimelimited,alpha_a vs alpha_b,21,-0.3522361468424504
FulltickTimelimited,alpha_a vs alpha_b,22,-0.38051083334360164
FulltickTimelimited,alpha_a vs alpha_b,23,-0.4469988648023539
FulltickTimelimited,alpha_a vs alpha_b,24,-0.44394916807445256
FulltickTimelimited,alpha_a vs alpha_b,25,-0.3637996636969635
FulltickTimelimited,alpha_a vs alpha_b,26,-0.3839638615590974
FulltickTimelimited,alpha_a vs alpha_b,27,-0.3852231475958189
FulltickTimelimited,alpha_a vs alpha_b,28,-0.46629936006971945
FulltickTimelimited,alpha_a vs alpha_b,29,-0.4820768810456732
FulltickTimelimited,alpha_a vs alpha_b,30,-0.4414942029691286
FulltickTimelimited,alpha_a vs alpha_b,31,-0.3881549875351824
FulltickTimelimited,alpha_a vs alpha_b,32,-0.5248922677896822
FulltickTimelimited,alpha_a vs alpha_b,33,-0.4232009076063958
FulltickTimelimited,alpha_a vs alpha_b,34,-0.5499946583228722
FulltickTimelimited,alpha_a vs alpha_b,35,-0.5387112649562688
FulltickTimelimited,alpha_a vs alpha_b,36,-0.4741329781751372
FulltickTimelimited,alpha_a vs alpha_b,37,-0.44332592484646716
FulltickTimelimited,alpha_a vs alpha_b,38,-0.4090118220323198
FulltickTimelimited,alpha_a vs alpha_b,39,-0.35404045716390287
FulltickTimelimited,alpha_a vs alpha_b,40,-0.5265586862075633
FulltickTimelimited,alpha_a vs alpha_b,41,-0.4367126070776521
FulltickTimelimited,alpha_a vs alpha_b,42,-0.5836915208530477
FulltickTimelimited,alpha_a vs alpha_b,43,-0.35019038894571486
FulltickTimelimited,alpha_a vs alpha_b,44,-0.3959395134645869
FulltickTimelimited,alpha_a vs alpha_b,45,-0.3590732521222177
FulltickTimelimited,alpha_a vs alpha_b,46,-0.5081094928339854
FulltickTimelimited,alpha_a vs alpha_b,47,-0.4610611900011019
FulltickTimelimited,alpha_a vs alpha_b,48,-0.501890063541419
FulltickTimelimited,alpha_a vs alpha_b,49,-0.35796140821145955
FulltickTimelimited,alpha_a vs alpha_b,50,-0.48456380606497246
FulltickTimelimited,alpha_a vs alpha_b,51,-0.5226406465753782
FulltickTimelimited,alpha_a vs alpha_b,52,-0.35159580469673246
FulltickTimelimited,alpha_a vs alpha_b,53,-0.4597687148066239
FulltickTimelimited,alpha_a vs alpha_b,54,-0.3515892419583226
FulltickTimelimited,alpha_a vs alpha_b,55,-0.4519428442812908
FulltickTimelimited,alpha_a vs alpha_b,56,-0.46196085026795025
FulltickTimelimited,alpha_a vs alpha_b,57,-0.5318021061915653
FulltickTimelimited,alpha_a vs alpha_b,58,-0.3867003037165383
FulltickTimelimited,alpha_a vs alpha_b,59,-0.3963991377603847
FulltickTimelimited,alpha_a vs alpha_b,60,-0.3309864673307511
FulltickTimelimited,alpha_a vs alpha_b,61,-0.5411417119514457
FulltickTimelimited,alpha_a vs alpha_b,62,-0.4514778983301648
FulltickTimelimited,alpha_a vs alpha_b,63,-0.433909539474118
FulltickTimelimited,alpha_a vs alpha_b,64,-0.42009307968586057
FulltickTimelimited,alpha_a vs alpha_b,65,-0.40485234590172486
FulltickTimelimited,beta_a vs beta_b,1,-0.922286249443334
FulltickTimelimited,beta_a vs beta_b,2,-0.6728284499702584
FulltickTimelimited,beta_a vs beta_b,3,-0.7358156729574776
FulltickTimelimited,beta_a vs beta_b,4,-0.5945007791147948
FulltickTimelimited,beta_a vs beta_b,5,-0.6588546335939607
FulltickTimelimited,beta_a vs beta_b,6,-0.6465429113051779
FulltickTimelimited,beta_a vs beta_b,7,-0.7795786859098843
FulltickTimelimited,beta_a vs beta_b,8,-0.8763733559128921
FulltickTimelimited,beta_a vs beta_b,9,-0.6429341015208768
FulltickTimelimited,beta_a vs beta_b,10,-0.8810460733667582
FulltickTimelimited,beta_a vs beta_b,11,-0.6143086093361262
FulltickTimelimited,beta_a vs beta_b,12,-0.6721339730249033
FulltickTimelimited,beta_a vs beta_b,13,-0.8173473910906783
FulltickTimelimited,beta_a vs beta_b,14,-0.6460006772158937
FulltickTimelimited,beta_a vs beta_b,15,-0.6491392790511125
FulltickTimelimited,beta_a vs beta_b,16,-0.6663355814887691
FulltickTimelimited,beta_a vs beta_b,17,-0.6220509333074994
FulltickTimelimited,beta_a vs beta_b,18,-0.7702465359624953
FulltickTimelimited,beta_a vs beta_b,19,-0.6749529716379539
FulltickTimelimited,beta_a vs beta_b,20,-0.6542565396516441
FulltickTimelimited,beta_a vs beta_b,21,-0.654047498344457
FulltickTimelimited,beta_a vs beta_b,22,-0.6265413503744917
FulltickTimelimited,beta_a vs beta_b,23,-0.6149806720457159
FulltickTimelimited,beta_a vs beta_b,24,-0.6370394472348083
FulltickTimelimited,beta_a vs beta_b,25,-0.6443951331601743
FulltickTimelimited,beta_a vs beta_b,26,-0.6536185039522953
FulltickTimelimited,beta_a vs beta_b,27,-0.6807895232993667
FulltickTimelimited,beta_a vs beta_b,28,-0.6516464475962012
FulltickTimelimited,beta_a vs beta_b,29,-0.6729813266041235
FulltickTimelimited,beta_a vs beta_b,30,-0.6291360035597641
FulltickTimelimited,beta_a vs beta_b,31,-0.6736776751838668
FulltickTimelimited,beta_a vs beta_b,32,-0.900600888138448
FulltickTimelimited,beta_a vs beta_b,33,-0.6268433670995185
FulltickTimelimited,beta_a vs beta_b,34,-0.884824773061493
FulltickTimelimited,beta_a vs beta_b,35,-0.8467699796590563
FulltickTimelimited,beta_a vs beta_b,36,-0.937591671764076
FulltickTimelimited,beta_a vs beta_b,37,-0.6600195889534002
FulltickTimelimited,beta_a vs beta_b,38,-0.6625714465987571
FulltickTimelimited,beta_a vs beta_b,39,-0.6576085531382331
FulltickTimelimited,beta_a vs beta_b,40,-0.9407391945703018
FulltickTimelimited,beta_a vs beta_b,41,-0.6587382417186141
FulltickTimelimited,beta_a vs beta_b,42,-0.9556463023055708
FulltickTimelimited,beta_a vs beta_b,43,-0.6691298614453106
FulltickTimelimited,beta_a vs beta_b,44,-0.6046129708024868
FulltickTimelimited,beta_a vs beta_b,45,-0.6624538876964183
FulltickTimelimited,beta_a vs beta_b,46,-0.7878981223276416
FulltickTimelimited,beta_a vs beta_b,47,-0.6507085570215584
FulltickTimelimited,beta_a vs beta_b,48,-0.7266358878896251
FulltickTimelimited,beta_a vs beta_b,49,-0.6889659176640629
FulltickTimelimited,beta_a vs beta_b,50,-0.6773986397993957
FulltickTimelimited,beta_a vs beta_b,51,-0.8153198688425011
FulltickTimelimited,beta_a vs beta_b,52,-0.6580996033269133
FulltickTimelimited,beta_a vs beta_b,53,-0.6480194938172071
FulltickTimelimited,beta_a vs beta_b,54,-0.6526656407839961
FulltickTimelimited,beta_a vs beta_b,55,-0.6565848763788312
FulltickTimelimited,beta_a vs beta_b,56,-0.6919343854026269
FulltickTimelimited,beta_a vs beta_b,57,-0.8243474539303444
FulltickTimelimited,beta_a vs beta_b,58,-0.6660333074616647
FulltickTimelimited,beta_a vs beta_b,59,-0.6700731554395976
FulltickTimelimited,beta_a vs beta_b,60,-0.695495212529064
FulltickTimelimited,beta_a vs beta_b,61,-0.7556493447389151
FulltickTimelimited,beta_a vs beta_b,62,-0.6450997294380498
FulltickTimelimited,beta_a vs beta_b,63,-0.6439135153902372
FulltickTimelimited,beta_a vs beta_b,64,-0.6442646120516479
FulltickTimelimited,beta_a vs beta_b,65,-0.6389658153859655
FulltickTimelimited,gamma_a vs gamma_b,1,-0.7175297332879355
FulltickTimelimited,gamma_a vs gamma_b,2,-0.7920612077726986
FulltickTimelimited,gamma_a vs gamma_b,3,-0.7926490947122633
FulltickTimelimited,gamma_a vs gamma_b,4,-0.8594908122898373
FulltickTimelimited,gamma_a vs gamma_b,5,-0.8084930898889643
FulltickTimelimited,gamma_a vs gamma_b,6,-0.8097868171447475
FulltickTimelimited,gamma_a vs gamma_b,7,-0.7943620396887294
FulltickTimelimited,gamma_a vs gamma_b,8,-0.7477071393414936
FulltickTimelimited,gamma_a vs gamma_b,9,-0.8342729455658845
FulltickTimelimited,gamma_a vs gamma_b,10,-0.7515777444758734
FulltickTimelimited,gamma_a vs gamma_b,11,-0.8672766465408649
FulltickTimelimited,gamma_a vs gamma_b,12,-0.8081442983717878
FulltickTimelimited,gamma_a vs gamma_b,13,-0.8098337635919507
FulltickTimelimited,gamma_a vs gamma_b,14,-0.8048588029492264
FulltickTimelimited,gamma_a vs gamma_b,15,-0.8011967691712462
FulltickTimelimited,gamma_a vs gamma_b,16,-0.8038672207495237
FulltickTimelimited,gamma_a vs gamma_b,17,-0.8024420171742123
FulltickTimelimited,gamma_a vs gamma_b,18,-0.7880681498771123
FulltickTimelimited,gamma_a vs gamma_b,19,-0.7958287101673717
FulltickTimelimited,gamma_a vs gamma_b,20,-0.7963006681634844
FulltickTimelimited,gamma_a vs gamma_b,21,-0.7981262695924348
FulltickTimelimited,gamma_a vs gamma_b,22,-0.8745379086970165
FulltickTimelimited,gamma_a vs gamma_b,23,-0.7930290366311498
FulltickTimelimited,gamma_a vs gamma_b,24,-0.820570661938997
FulltickTimelimited,gamma_a vs gamma_b,25,-0.7900060381605123
FulltickTimelimited,gamma_a vs gamma_b,26,-0.8154453639229716
FulltickTimelimited,gamma_a vs gamma_b,27,-0.8220036211173206
FulltickTimelimited,gamma_a vs gamma_b,28,-0.7922592935039156
FulltickTimelimited,gamma_a vs gamma_b,29,-0.8057985085405837
FulltickTimelimited,gamma_a vs gamma_b,30,-0.8318494604687124
FulltickTimelimited,gamma_a vs gamma_b,31,-0.8164777882079378
FulltickTimelimited,gamma_a vs gamma_b,32,-0.7401959838933327
FulltickTimelimited,gamma_a vs gamma_b,33,-0.8234265940388474
FulltickTimelimited,gamma_a vs gamma_b,34,-0.7611902767930682
FulltickTimelimited,gamma_a vs gamma_b,35,-0.8114402925724463
FulltickTimelimited,gamma_a vs gamma_b,36,-0.6770786371965759
FulltickTimelimited,gamma_a vs gamma_b,37,-0.7993882397330306
FulltickTimelimited,gamma_a vs gamma_b,38,-0.8258396620327523
FulltickTimelimited,gamma_a vs gamma_b,39,-0.7931595014744408
FulltickTimelimited,gamma_a vs gamma_b,40,-0.6779142550356436
FulltickTimelimited,gamma_a vs gamma_b,41,-0.7975447377002146
FulltickTimelimited,gamma_a vs gamma_b,42,-0.731816374390053
FulltickTimelimited,gamma_a vs gamma_b,43,-0.8085854742137268
FulltickTimelimited,gamma_a vs gamma_b,44,-0.8250519189492892
FulltickTimelimited,gamma_a vs gamma_b,45,-0.7998502469576048
FulltickTimelimited,gamma_a vs gamma_b,46,-0.7946658045049526
FulltickTimelimited,gamma_a vs gamma_b,47,-0.840902312664291
FulltickTimelimited,gamma_a vs gamma_b,48,-0.8030435861665678
FulltickTimelimited,gamma_a vs gamma_b,49,-0.7967499226872988
FulltickTimelimited,gamma_a vs gamma_b,50,-0.8136003629412446
FulltickTimelimited,gamma_a vs gamma_b,51,-0.793990650501774
FulltickTimelimited,gamma_a vs gamma_b,52,-0.8471929801582188
FulltickTimelimited,gamma_a vs gamma_b,53,-0.8049310534205221
FulltickTimelimited,gamma_a vs gamma_b,54,-0.8096982332573709
FulltickTimelimited,gamma_a vs gamma_b,55,-0.7967178660128447
FulltickTimelimited,gamma_a vs gamma_b,56,-0.8338058414118261
FulltickTimelimited,gamma_a vs gamma_b,57,-0.7746152684810014
FulltickTimelimited,gamma_a vs gamma_b,58,-0.8005630510007203
FulltickTimelimited,gamma_a vs gamma_b,59,-0.8292336142038925
FulltickTimelimited,gamma_a vs gamma_b,60,-0.8009970087366229
FulltickTimelimited,gamma_a vs gamma_b,61,-0.8013044813245307
FulltickTimelimited,gamma_a vs gamma_b,62,-0.8045864814803364
FulltickTimelimited,gamma_a vs gamma_b,63,-0.801427254331091
FulltickTimelimited,gamma_a vs gamma_b,64,-0.8316589959948809
FulltickTimelimited,gamma_a vs gamma_b,65,-0.837689312684711
