participant_index,top1_accuracy
1,0.55
2,0.525
3,0.775
4,0.9
5,0.85
6,0.825
7,0.75
8,0.975
9,0.85
10,0.75
11,0.775
12,0.825
13,0.95
14,0.95
15,0.8
16,0.925
17,0.975
18,0.675
19,0.875
20,0.75
21,0.8
22,0.975
23,0.825
24,0.875
25,0.725
26,0.85
27,0.8
28,0.525
29,0.875
30,0.975
31,0.925
32,0.775
33,0.8
34,0.775
35,0.9
36,0.8
37,0.825
38,0.875
39,0.8
40,0.8
41,0.8
42,0.95
43,0.925
44,0.9
45,0.8
46,0.65
47,0.85
48,0.9
49,0.95
50,0.775
51,0.7
52,0.925
53,0.925
54,0.85
55,0.75
56,0.95
