task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
PartialtickNoTimelimited4060,mu_log_beta0,0.751285404759636,0.007892636036684544,0.23874921121644246,0.22572353682985696,0.6032222462896428,0.7739370909185388,0.9209396181730439,1.155755084043871,915.039282550303,1.0019654243885658
PartialtickNoTimelimited4060,mu_beta_slope,0.41294111499087055,0.00478454882797656,0.19687275757026398,0.03647417942108462,0.28071337032224136,0.40762562996343743,0.5419358348536893,0.8121768536394876,1693.1259526903289,0.9985194917878841
PartialtickNoTimelimited4060,mu_gamma,0.15495247342627427,0.004697428770889726,0.13454518049430292,-0.11288482954343101,0.07112278501357439,0.15807691204616048,0.24288775465493118,0.416517719579698,820.3815494062098,0.999598496099506
PartialtickNoTimelimited4060,mu_bias,0.12532390312672692,0.0027696638579983203,0.0835078079214099,-0.032748755411980544,0.06756509725571402,0.1207479522845815,0.18035824950778367,0.2995972002190216,909.0756801359934,1.0029778469143071
PartialtickNoTimelimited4060,mu_alpha_pos_logit,0.544576063067468,0.015009271140953802,0.7178029368536212,-0.8944910145557678,0.09610532232272455,0.5308484381017453,0.9903910107354945,2.0527613926331068,2287.1321326042807,0.999196708798485
PartialtickNoTimelimited4060,mu_alpha_neg_logit,1.2544164163326277,0.014694222353779478,0.7010277339847711,-0.030932981671472164,0.7758485545252668,1.216343170375056,1.6960584891080455,2.775644042921368,2276.0258223697433,0.9998777282076506
PartialtickNoTimelimited4060,sigma_log_beta0,0.7000536033924583,0.007536932916476609,0.15248967332741045,0.4318237757360483,0.6015590008621824,0.6875925310286043,0.7919238997051298,1.0252740397142195,409.3469591107838,1.0036216824114275
PartialtickNoTimelimited4060,sigma_beta_slope,0.18906790049925676,0.00652661557560518,0.14096523703918168,0.005875840608372149,0.0748704530679698,0.15868029256248584,0.27358555561981246,0.49912068155541406,466.4960661716143,1.0007846302273613
PartialtickNoTimelimited4060,sigma_gamma,0.7544418483948087,0.004394356854545593,0.11394775749047385,0.5693721434573552,0.6735959872606548,0.7445365286706004,0.8248680078727662,1.015395648714926,672.3894975250515,1.0000873893331252
PartialtickNoTimelimited4060,sigma_bias,0.11881592934344506,0.005661790730968582,0.07508418927565054,0.005446219769821497,0.057874858416924774,0.1132464244522864,0.17056473579026546,0.2739897077979945,175.8690288623223,1.0141939419028885
PartialtickNoTimelimited4060,sigma_alpha_pos,0.5394740324259163,0.012536747573431406,0.4166672968865838,0.013034490133134449,0.21126635951132355,0.4510063032695345,0.7860073522260552,1.5722300933153726,1104.6102463556774,1.0028916041938467
PartialtickNoTimelimited4060,sigma_alpha_neg,0.5270657031871673,0.01140689268461211,0.40017374629419766,0.01757584530224788,0.2028639130493169,0.452972379580897,0.7624833386723334,1.4659668401710466,1230.7291145148583,1.001744761924577
