task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FullcrossNoTimelimited,mu_log_beta0,0.13497853268245527,0.01339841288212695,0.2688419436357143,-0.40372764854943105,-0.03880706172724423,0.14429020135096654,0.3167961777924483,0.6405099134824659,402.6125789300771,1.0003600672775355
FullcrossNoTimelimited,mu_beta_slope,0.2908936083125939,0.007440117347489263,0.2720733880292903,-0.23809675005732642,0.11058758013603208,0.28812661236467507,0.4682794342984095,0.8537611334571189,1337.2498526271272,1.0034203163060085
FullcrossNoTimelimited,mu_gamma,-0.079296513477612,0.0031403942214482056,0.07530751835636777,-0.22190170092030695,-0.1271161063241823,-0.08298826263859899,-0.028703570533374703,0.0756801901560428,575.0536091986423,1.0004184702672434
FullcrossNoTimelimited,mu_bias,0.021840751317499102,7.061153782002762e-4,0.023555719463274095,-0.02490978915686432,0.006278057484303868,0.021877572749707454,0.037866365334861346,0.0656461042480149,1112.8622406044663,0.9997271801012739
FullcrossNoTimelimited,mu_alpha_pos_logit,1.5465250068836414,0.01517239174913206,0.4965438387046594,0.73218516822895785,1.1900510438844534,1.4990330290487717,1.8241100102105816,2.697734949053784,1071.043474517081,0.9989209381582924
FullcrossNoTimelimited,mu_alpha_neg_logit,1.4937010160073807,0.031465568313517316,0.5193544196256826,0.5693914117488559,1.1448954895163324,1.4503535953652147,1.8214038845295284,2.5827831547574105,272.4309866271182,1.0064668293872974
FullcrossNoTimelimited,sigma_log_beta0,1.0321234602866132,0.00933438196942643,0.1780978717529576,0.7133482465422449,0.9050143482924295,1.0224866091970184,1.1518512405113368,1.4030959607670799,364.0376669303953,1.0009575658932157
FullcrossNoTimelimited,sigma_beta_slope,0.2652581132035888,0.010145386356894768,0.1988220757286594,0.007493229526731415,0.10210955294086267,0.22808380355772614,0.3928192955672894,0.7297208991765878,384.0537642585763,1.0030142598875922
FullcrossNoTimelimited,sigma_gamma,0.5303848575343981,0.007364923404280545,0.0859761033098657,0.3713477260432821,0.469546795491847,0.5292380803536512,0.583147548582237,0.7066637875831264,136.27589608662055,1.0163711681460927
FullcrossNoTimelimited,sigma_bias,0.04226998725724989,0.00154347598394791,0.029775910581744797,0.0024271831315397173,0.01767483702300037,0.0372699228593382,0.05978095721495573,0.10954500156329425,372.16056332907607,1.007105579578335
FullcrossNoTimelimited,sigma_alpha_pos,0.418116211215477,0.01470464350780525,0.3347847080879931,0.013240605768423192,0.1531202493217123,0.34116887534593077,0.6064670268404522,1.2865646381875164,518.3489520345298,1.0014685218518755
FullcrossNoTimelimited,sigma_alpha_neg,0.9573429874996158,0.0826603947327505,0.6324248293000158,0.0405673895486674,0.38261704249099737,0.9429106103177691,1.463531388149046,2.166900259136455,58.535977445054485,1.0490637160426566
