task,trial,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FullcrossNoTimelimited,1,0.5013205128205128,0.49230769230769234,0.4153846153846154,0.5846153846153846
FullcrossNoTimelimited,2,0.5686923076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,3,0.5418974358974359,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossNoTimelimited,4,0.545923076923077,0.5538461538461539,0.47692307692307695,0.6153846153846154
FullcrossNoTimelimited,5,0.5439871794871795,0.5384615384615384,0.47692307692307695,0.6153846153846154
FullcrossNoTimelimited,6,0.5212051282051282,0.5230769230769231,0.4461538461538462,0.6
FullcrossNoTimelimited,7,0.5726794871794871,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,8,0.5407564102564103,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossNoTimelimited,9,0.5483205128205129,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,10,0.5583205128205129,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,11,0.5775384615384616,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,12,0.5356025641025641,0.5384615384615384,0.46153846153846156,0.6153846153846154
FullcrossNoTimelimited,13,0.5882435897435897,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,14,0.5715,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,15,0.5492179487179487,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,16,0.5634871794871795,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,17,0.5546025641025641,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,18,0.5545128205128205,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,19,0.5759615384615384,0.5769230769230769,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,20,0.5599871794871795,0.5538461538461539,0.47692307692307695,0.6307692307692307
FullcrossNoTimelimited,21,0.5652820512820513,0.5692307692307692,0.47692307692307695,0.6461538461538462
FullcrossNoTimelimited,22,0.5856666666666667,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,23,0.5794230769230769,0.5846153846153846,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,24,0.5855,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,25,0.5785769230769231,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,26,0.5952179487179488,0.6,0.5230769230769231,0.6615384615384615
FullcrossNoTimelimited,27,0.5826282051282051,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,28,0.5761538461538461,0.5692307692307692,0.5076923076923077,0.6461538461538462
FullcrossNoTimelimited,29,0.5658589743589744,0.5692307692307692,0.49230769230769234,0.6307692307692307
FullcrossNoTimelimited,30,0.578448717948718,0.5846153846153846,0.5061538461538462,0.6461538461538462
FullcrossNoTimelimited,31,0.5609487179487179,0.5692307692307692,0.49230769230769234,0.6307692307692307
FullcrossNoTimelimited,32,0.5944102564102565,0.6,0.5230769230769231,0.6615384615384615
FullcrossNoTimelimited,33,0.5898461538461539,0.5846153846153846,0.5230769230769231,0.6615384615384615
FullcrossNoTimelimited,34,0.5606410256410257,0.5538461538461539,0.49230769230769234,0.6307692307692307
FullcrossNoTimelimited,35,0.5606025641025641,0.5538461538461539,0.47692307692307695,0.6461538461538462
FullcrossNoTimelimited,36,0.5711923076923077,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,37,0.5867692307692308,0.5846153846153846,0.5076923076923077,0.6615384615384615
FullcrossNoTimelimited,38,0.5699871794871795,0.5692307692307692,0.49230769230769234,0.6461538461538462
FullcrossNoTimelimited,39,0.597025641025641,0.6,0.5230769230769231,0.676923076923077
FullcrossNoTimelimited,40,0.5547820512820513,0.5538461538461539,0.47692307692307695,0.6307692307692307
