task,parameter,mean,median,sd,q025,q10,q90,q975
FullcrossTimelimited,mu_alpha_neg_logit,1.0015279538987307,0.9699569099661595,0.5773500900357549,-0.030945881546835283,0.29795709594663183,1.7444577076549848,2.2715920104421823
FullcrossTimelimited,mu_alpha_pos_logit,1.1246929360380706,1.0631190621526416,0.5542442208244892,0.20839516314233722,0.48264337873337004,1.8621386902410995,2.3390274615382864
FullcrossTimelimited,mu_beta_slope,0.7637461777059111,0.7717719582308212,0.35612486421459333,0.0412047498970399,0.3295015167139154,1.2289335857595576,1.474910750510133
FullcrossTimelimited,mu_bias,0.063078373109730565,0.06290831926403694,0.022708388366340634,0.02037548391521609,0.03363459937583485,0.0914685992037929,0.11053765749992692
FullcrossTimelimited,mu_gamma,0.042880588962469796,0.040821738492618914,0.0933314330742559,-0.1379648286683289,-0.07527097760842767,0.16093087910676016,0.227219550614366
FullcrossTimelimited,mu_log_beta0,-0.492949237811653,-0.48334478196642283,0.3753862226325662,-1.2653201332429407,-0.9839072109991128,-0.026151305346966185,0.20620538037378594
FullcrossTimelimited,sigma_alpha_neg,0.7704387521801048,0.6812348772153144,0.5562799363291618,0.02575689034729997,0.12587873625750717,1.560073082329567,1.9741121132953428
FullcrossTimelimited,sigma_alpha_pos,0.8350459996614287,0.7550017643221497,0.5798682184322929,0.04217498655516317,0.12030460705779239,1.6186748861474172,2.014933474109017
FullcrossTimelimited,sigma_beta_slope,0.5045601299905922,0.48509537405621883,0.3133714059315674,0.030366230779346134,0.09301916528875741,0.9305226842666044,1.1458966458487212
FullcrossTimelimited,sigma_bias,0.0387984245668343,0.034032435778618586,0.028324295089995705,0.0011687849246907831,0.006243403793005982,0.07727946462043787,0.10216761966436005
FullcrossTimelimited,sigma_gamma,0.6339463538213892,0.6348438349232548,0.10338019422272045,0.43592011587501156,0.49802826787373966,0.7660183867096935,0.8381602746075925
FullcrossTimelimited,sigma_log_beta0,1.2092304364056765,1.1904239228860223,0.23403352803450533,0.7939904791028629,0.9129985606184219,1.5136527570702858,1.7011920290572966
FulltickNoTimelimited,alpha_neg_pop,0.7862750096919083,0.7966062289048421,0.0985384329702837,0.5572215556571339,0.6534969911262489,0.9014655527200958,0.9383113879498256
FulltickNoTimelimited,alpha_pos_pop,0.6668628202961661,0.667230706618444,0.08096983314621693,0.5143065337702073,0.5578034719798104,0.771387702857862,0.8232937574628666
FulltickNoTimelimited,mu_alpha_neg_logit,1.4096830759770385,1.3652166330724766,0.6316500874482678,0.22989342887109834,0.6344465545759198,2.2136156937343383,2.7219855382641778
