task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FulltickNoTimelimited,mu_log_beta0,0.21984331384748867,0.015974057465174985,0.2896802009820188,-0.38560226948100135,0.03834745080119113,0.22711727661838715,0.41312686127022014,0.7513243993772057,328.8570384403748,1.0136795272080115
FulltickNoTimelimited,mu_beta_slope,0.22976119209290852,0.006866300653633001,0.2680737518470446,-0.29202693359200016,0.04793572221490949,0.22911172847539224,0.4073104165943846,0.7622994133795677,1524.273689710075,0.9997885034623563
FulltickNoTimelimited,mu_gamma,-0.09471886861839289,0.0030685346772272443,0.0810436885921553,-0.25443472722712773,-0.14765304742248486,-0.09721271392504907,-0.038185526882809503,0.06146801857970128,697.5515805480155,1.001402476008555
FulltickNoTimelimited,mu_bias,0.03607618072150472,0.0011357100818497213,0.027786039629783727,-0.021383618110005283,0.018612897990568946,0.03588103800648078,0.054320568816187825,0.08958592620186677,598.5746763775184,1.001543525524751
FulltickNoTimelimited,mu_alpha_pos_logit,0.7194959420478292,0.011544668102444191,0.38721319273333005,0.05724176119564549,0.4558795335728891,0.6956864728152099,0.9596779997204283,1.5388249354416916,1124.9607953681661,1.0002530841851458
FulltickNoTimelimited,mu_alpha_neg_logit,1.4096830759770385,0.03892630047169535,0.6316500874482678,0.22989342887109834,0.972585463858653,1.3652166330724766,1.8225475938379512,2.7219855382641778,263.30970100888123,1.0057327584581977
FulltickNoTimelimited,sigma_log_beta0,1.0595031942303235,0.0074036471072575,0.19502827945542373,0.7315008356880858,0.920938679880662,1.0430035059046225,1.1785119229430285,1.4927637151291266,693.9109787146955,1.0004052109706694
FulltickNoTimelimited,sigma_beta_slope,0.23681339377275648,0.0064607512156693156,0.17359077720799732,0.012249018581857712,0.10492805237262519,0.19598064846010477,0.34113947860451266,0.6588789320287575,721.916984011024,0.9992492400300017
FulltickNoTimelimited,sigma_gamma,0.563598879394488,0.006550378271820915,0.08381756237580743,0.40723710014947806,0.5090995880392934,0.5613444849178137,0.6199204754426878,0.7391405858497221,163.73340437250297,1.0102091726901041
FulltickNoTimelimited,sigma_bias,0.04935200061884271,0.0016866004702722056,0.03434874540105481,0.00257125337933467,0.021639008071042527,0.044988867372162934,0.06998340563825699,0.1282246914528227,414.76043730877706,1.010062807285545
FulltickNoTimelimited,sigma_alpha_pos,0.5700460760986139,0.01611227330669425,0.3773343058308378,0.04212651154314727,0.2792901958557079,0.5066725469120794,0.7900957671986397,1.4179759386839097,548.45240187951,0.999413921252673
FulltickNoTimelimited,sigma_alpha_neg,0.9881771025618324,0.07131401907789303,0.6243243430191471,0.04730926787327183,0.464606205631368,0.9518257650060825,1.482211874514368,2.207969611528915,76.6426851872642,1.0211470700126457
