participant_index,top1_accuracy
1,0.625
2,0.675
3,0.7
4,0.625
5,0.8
6,0.85
7,0.6
8,0.85
9,0.75
10,0.775
11,0.575
12,0.825
13,0.825
14,0.85
15,0.675
16,0.8
17,0.975
18,0.875
19,0.725
20,0.75
21,0.825
22,0.825
23,0.55
24,0.575
25,0.6
26,0.725
27,0.65
28,0.725
29,0.825
30,0.725
31,0.85
32,0.575
33,0.675
34,0.675
35,0.725
36,0.625
37,0.575
38,0.8
39,0.6
40,0.775
41,0.65
42,0.675
43,0.9
44,0.775
45,0.775
46,0.55
47,0.75
48,0.75
49,0.575
50,0.675
51,0.625
52,0.775
53,0.55
54,0.625
55,0.725
56,0.825
