task,trial,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FulltickNoTimelimited,1,0.5083461538461539,0.5076923076923077,0.4307692307692308,0.5846153846153846
FulltickNoTimelimited,2,0.5744871794871795,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,3,0.5730512820512821,0.5692307692307692,0.5076923076923077,0.6461538461538462
FulltickNoTimelimited,4,0.5460641025641025,0.5384615384615384,0.47692307692307695,0.6153846153846154
FulltickNoTimelimited,5,0.546551282051282,0.5538461538461539,0.47692307692307695,0.6153846153846154
FulltickNoTimelimited,6,0.5704615384615385,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,7,0.5849871794871795,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,8,0.5280897435897436,0.5230769230769231,0.4461538461538462,0.6153846153846154
FulltickNoTimelimited,9,0.5524102564102564,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,10,0.5648461538461539,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,11,0.5665384615384615,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,12,0.5730384615384615,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,13,0.558923076923077,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,14,0.5933846153846154,0.6,0.5230769230769231,0.6615384615384615
FulltickNoTimelimited,15,0.5740384615384615,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,16,0.575974358974359,0.5692307692307692,0.5076923076923077,0.6461538461538462
FulltickNoTimelimited,17,0.5861666666666667,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,18,0.5975769230769231,0.6,0.5230769230769231,0.676923076923077
FulltickNoTimelimited,19,0.5939871794871795,0.6,0.5230769230769231,0.6615384615384615
FulltickNoTimelimited,20,0.5557435897435897,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,21,0.5789230769230769,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,22,0.5453846153846154,0.5384615384615384,0.47692307692307695,0.6153846153846154
FulltickNoTimelimited,23,0.6059615384615384,0.6153846153846154,0.5230769230769231,0.676923076923077
FulltickNoTimelimited,24,0.5790641025641026,0.5846153846153846,0.5076923076923077,0.6461538461538462
FulltickNoTimelimited,25,0.586448717948718,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,26,0.562551282051282,0.5692307692307692,0.49230769230769234,0.6307692307692307
FulltickNoTimelimited,27,0.5813974358974359,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,28,0.5748974358974359,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,29,0.5460512820512821,0.5538461538461539,0.46153846153846156,0.6153846153846154
FulltickNoTimelimited,30,0.5679102564102564,0.5692307692307692,0.49230769230769234,0.6461538461538462
FulltickNoTimelimited,31,0.5594743589743589,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,32,0.5930128205128206,0.5846153846153846,0.5076923076923077,0.676923076923077
FulltickNoTimelimited,33,0.5427051282051282,0.5384615384615384,0.46153846153846156,0.6153846153846154
FulltickNoTimelimited,34,0.553397435897436,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,35,0.5381282051282051,0.5384615384615384,0.46153846153846156,0.6153846153846154
FulltickNoTimelimited,36,0.5981923076923077,0.6,0.5230769230769231,0.676923076923077
FulltickNoTimelimited,37,0.5850128205128206,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited,38,0.5528589743589744,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,39,0.5526410256410257,0.5538461538461539,0.47692307692307695,0.6307692307692307
FulltickNoTimelimited,40,0.5556794871794872,0.5538461538461539,0.47692307692307695,0.6307692307692307
