participant_index,top1_accuracy
1,0.725
2,0.65
3,0.65
4,0.85
5,0.85
6,0.725
7,0.45
8,0.825
9,0.75
10,0.825
11,0.85
12,0.8
13,0.8
14,0.95
15,0.65
16,0.8
17,0.65
18,0.8
19,0.75
20,0.7
21,0.725
22,0.95
23,0.7
24,0.8
25,0.525
26,0.7
27,0.725
28,0.75
29,0.775
30,0.825
31,0.9
32,0.775
33,0.5
34,0.75
35,0.975
36,0.775
37,0.675
38,0.875
39,0.775
40,0.55
41,0.675
42,0.8
43,0.6
44,0.95
45,0.5
46,0.775
47,0.825
48,0.9
49,0.925
50,0.625
51,0.675
52,0.875
53,0.6
54,0.975
55,0.7
56,0.475
