task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
PartialcrossTimelimited,mu_log_beta0,0.8385687405262034,0.035202784764644716,0.3468748240343283,0.10849844402622265,0.6220661045485001,0.8769027606369393,1.0887563523787747,1.4257210875835806,97.09380472374671,1.0026469635384652
PartialcrossTimelimited,mu_beta_slope,0.13815385673053318,0.008894252159893775,0.2607193306795995,-0.3698527758896427,-0.03618807349684432,0.14555629048017862,0.30953427900446584,0.642649514554611,859.265923920712,0.9986103242199376
PartialcrossTimelimited,mu_gamma,0.2953728845900979,0.004350672561376352,0.09580668080227284,0.10519592087493272,0.23294736794987575,0.29954483375879576,0.35820239154907807,0.4768549680226465,484.9297083136567,0.9993282545071125
PartialcrossTimelimited,mu_bias,0.12890032098985063,0.001990718186251099,0.043900997940890744,0.049888208568894636,0.09808067148256978,0.12612402883695678,0.1589499579716377,0.21434353800623085,486.32793583365543,0.9984161980960344
PartialcrossTimelimited,mu_alpha_pos_logit,0.22724023156532233,0.055204531485703305,0.6790623917655149,-0.8893622198266101,-0.23919017052454786,0.1534664878951994,0.6141122703689724,1.7520564818644697,151.31079068303538,1.0003092563607614
PartialcrossTimelimited,mu_alpha_neg_logit,0.7109344434254717,0.04492556927173009,0.5158484275488532,-0.2179846309134493,0.3520034563943475,0.7016268081181456,1.0358798173226964,1.735846506101708,131.84299016445507,1.0038948282543319
PartialcrossTimelimited,sigma_log_beta0,0.7907726881640468,0.023627374932979665,0.2567225738694789,0.2978134523676962,0.6282004613726213,0.7689208874926083,0.9501084079987462,1.35023197512509,118.05847543815774,1.0043324359981725
PartialcrossTimelimited,sigma_beta_slope,0.26009564014867925,0.008597925372429743,0.1903796700867302,0.01638081388571853,0.1079942367459179,0.218143689944467,0.3697956654822485,0.6975718661122903,490.2908600889249,0.9993020472997355
PartialcrossTimelimited,sigma_gamma,0.5939678913466429,0.00414763078361507,0.08225636918276834,0.45321792139201733,0.5360802777760086,0.5872589151229453,0.6438628566583116,0.7712777190824052,393.3135361210938,0.9995928939411587
PartialcrossTimelimited,sigma_bias,0.08315782726042897,0.0061465720283439594,0.05782695685489895,0.003878095749388636,0.03623925399711782,0.07507839920552573,0.11906795648631702,0.21412688573731356,88.51048607824075,1.0032962965223151
PartialcrossTimelimited,sigma_alpha_pos,1.4942745143788265,0.07118802531626517,0.6039061453903449,0.17502007746023635,1.1373691098228513,1.5555513071039058,1.9124094107820222,2.5529394323798944,71.96560912351332,1.0075611311142438
PartialcrossTimelimited,sigma_alpha_neg,1.0979966154484655,0.07954255172293155,0.6142616240900216,0.05696693748799925,0.5764000565287268,1.1749780101892124,1.5617678269455704,2.160873046750689,59.635893336250916,1.0052094666680689
