participant_index,top1_accuracy
1,0.675
2,0.325
3,0.6
4,0.675
5,0.7
6,0.7
7,0.5
8,0.85
9,0.8
10,0.675
11,0.875
12,0.75
13,0.975
14,0.85
15,0.675
16,0.75
17,0.775
18,0.7
19,0.8
20,0.675
21,0.725
22,0.775
23,0.75
24,0.575
25,0.7
26,0.95
27,0.575
28,0.725
29,0.875
30,0.95
31,0.775
32,0.775
33,0.625
34,0.675
35,0.95
36,0.7
37,0.65
38,0.925
39,0.75
40,0.775
41,0.6
42,1
43,0.625
44,0.7
45,0.65
46,0.65
47,0.625
48,0.575
49,0.65
50,0.625
51,0.775
52,0.5
53,0.775
54,0.825
55,0.65
56,0.65
