task,trial,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90
FulltickNoTimelimited4060,1,0.4871666666666667,0.49230769230769234,0.4,0.5692307692307692
FulltickNoTimelimited4060,2,0.6031410256410257,0.6,0.5230769230769231,0.676923076923077
FulltickNoTimelimited4060,3,0.5832051282051283,0.5846153846153846,0.5076923076923077,0.6615384615384615
FulltickNoTimelimited4060,4,0.564551282051282,0.5692307692307692,0.49230769230769234,0.6307692307692307
FulltickNoTimelimited4060,5,0.649051282051282,0.6461538461538462,0.5846153846153846,0.7230769230769231
FulltickNoTimelimited4060,6,0.6821794871794872,0.676923076923077,0.6153846153846154,0.7384615384615385
FulltickNoTimelimited4060,7,0.6902820512820513,0.6923076923076923,0.6307692307692307,0.7538461538461538
FulltickNoTimelimited4060,8,0.7512307692307693,0.7538461538461538,0.6923076923076923,0.8
FulltickNoTimelimited4060,9,0.8062564102564103,0.8,0.7538461538461538,0.8615384615384616
FulltickNoTimelimited4060,10,0.7979487179487179,0.8,0.7384615384615385,0.8461538461538461
FulltickNoTimelimited4060,11,0.8207564102564103,0.8153846153846154,0.7692307692307693,0.8769230769230769
FulltickNoTimelimited4060,12,0.8464871794871796,0.8461538461538461,0.8,0.8923076923076924
FulltickNoTimelimited4060,13,0.8421666666666667,0.8461538461538461,0.8,0.8923076923076924
FulltickNoTimelimited4060,14,0.8716794871794872,0.8769230769230769,0.8307692307692308,0.9076923076923077
FulltickNoTimelimited4060,15,0.8747051282051282,0.8769230769230769,0.8307692307692308,0.9230769230769231
FulltickNoTimelimited4060,16,0.8962307692307693,0.8923076923076924,0.8600000000000001,0.9384615384615385
FulltickNoTimelimited4060,17,0.9007820512820514,0.9076923076923077,0.8615384615384616,0.9384615384615385
FulltickNoTimelimited4060,18,0.9170256410256411,0.9230769230769231,0.8769230769230769,0.9538461538461539
FulltickNoTimelimited4060,19,0.925525641025641,0.9230769230769231,0.8923076923076924,0.9538461538461539
FulltickNoTimelimited4060,20,0.921923076923077,0.9230769230769231,0.8923076923076924,0.9538461538461539
FulltickNoTimelimited4060,21,0.9408589743589744,0.9384615384615385,0.9076923076923077,0.9692307692307692
FulltickNoTimelimited4060,22,0.9359102564102564,0.9384615384615385,0.9076923076923077,0.9692307692307692
FulltickNoTimelimited4060,23,0.9387179487179488,0.9384615384615385,0.9076923076923077,0.9692307692307692
FulltickNoTimelimited4060,24,0.9492564102564103,0.9538461538461539,0.9230769230769231,0.9846153846153847
FulltickNoTimelimited4060,25,0.9333333333333333,0.9384615384615385,0.9076923076923077,0.9692307692307692
FulltickNoTimelimited4060,26,0.9402435897435898,0.9384615384615385,0.9076923076923077,0.9692307692307692
FulltickNoTimelimited4060,27,0.9582307692307692,0.9538461538461539,0.9230769230769231,0.9846153846153847
FulltickNoTimelimited4060,28,0.9478461538461539,0.9538461538461539,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,29,0.9437435897435897,0.9384615384615385,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,30,0.965025641025641,0.9692307692307692,0.9384615384615385,0.9846153846153847
FulltickNoTimelimited4060,31,0.9509615384615385,0.9538461538461539,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,32,0.9526410256410257,0.9538461538461539,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,33,0.9441794871794872,0.9384615384615385,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,34,0.9462948717948718,0.9538461538461539,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,35,0.946923076923077,0.9538461538461539,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,36,0.9566794871794873,0.9538461538461539,0.9384615384615385,0.9846153846153847
FulltickNoTimelimited4060,37,0.9451282051282052,0.9384615384615385,0.9230769230769231,0.9692307692307692
FulltickNoTimelimited4060,38,0.973551282051282,0.9692307692307692,0.9538461538461539,1
FulltickNoTimelimited4060,39,0.9585128205128205,0.9538461538461539,0.9384615384615385,0.9846153846153847
FulltickNoTimelimited4060,40,0.9523205128205129,0.9538461538461539,0.9230769230769231,0.9692307692307692
