task,diff_elpd_loo_three_minus_gamma,se_diff_elpd_loo,preferred_by_loo,mean_acc_three,mean_acc_gamma,diff_pct_points
FullcrossNoTimelimited,-1.01801108457904,1.43223599086598,inconclusive,0.5292478205128205,0.5284781730769231,0.07696474358973582
FullcrossTimelimited,1.38506426231596,2.34085470892033,inconclusive,0.5398951923076923,0.5383101923076923,0.15850000000000586
FulltickNoTimelimited,1.49385236450736,2.24558224092538,inconclusive,0.5332990384615385,0.5321785576923076,0.11204807692308805
FulltickTimelimited,-0.232549328153544,1.44799227223788,inconclusive,0.5411992307692308,0.5403033653846154,0.08958653846153908
PartialcrossNoTimelimited,30.4007136225017,7.99576936758743,three_parameter,0.5865106398809524,0.5726642857142857,1.3846354166666686
PartialcrossTimelimited,14.7732846649639,5.07620654335567,three_parameter,0.5770116071428572,0.5684396205357144,0.8571986607142756
PartialtickNoTimelimited,51.5912986988736,9.99536072951178,three_parameter,0.5907628720238095,0.5714162946428571,1.9346577380952357
PartialtickTimelimited,67.0598199670878,11.5280270783709,three_parameter,0.6016001488095238,0.57756875,2.4031398809523874
