parameter,p_gt0,p_lt0,diff_mean,diff_hdi95_lo,diff_hdi95_hi,posterior_tail_p,hdi95_crosses_zero,hdi95_direction,label
alpha_neg,0.5733333333333334,0.4266666666666667,0.013602376636657082,-0.16076861355022634,0.18707593585130297,0.8533333333333334,TRUE,Crosses 0,"95% HDI=[-0.161, 0.187]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.573
posterior_tail_p=0.8533
Δ mean=0.014"
alpha_pos,0.3975,0.6025,-0.021450303668270228,-0.16720414242424703,0.1300521720100729,0.795,TRUE,Crosses 0,"95% HDI=[-0.167, 0.130]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.398
posterior_tail_p=0.7950
Δ mean=-0.021"
beta_slope,0.2875,0.7125,-0.17021944085221608,-0.7162033272958279,0.4147177583815428,0.575,TRUE,Crosses 0,"95% HDI=[-0.716, 0.415]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.287
posterior_tail_p=0.5750
Δ mean=-0.170"
bias,0.24666666666666667,0.7533333333333333,-0.016501653788052916,-0.0672622090550337,0.035324820984769745,0.49333333333333335,TRUE,Crosses 0,"95% HDI=[-0.067, 0.035]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.247
posterior_tail_p=0.4933
Δ mean=-0.017"
gamma,0.545,0.455,0.009556753291551739,-0.161940625793706,0.1884479257425167,0.91,TRUE,Crosses 0,"95% HDI=[-0.162, 0.188]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.545
posterior_tail_p=0.9100
Δ mean=0.010"
log_beta0,0.8975,0.1025,0.3993246409139627,-0.20145194388943158,1.012376788908582,0.205,TRUE,Crosses 0,"95% HDI=[-0.201, 1.012]
Cross 0? Yes (Crosses 0)
P(Δ>0)=0.897
posterior_tail_p=0.2050
Δ mean=0.399"
