model,term,estimate,std_error,statistic,p_value,conf_low,conf_high
V + RU + VTU,V_z,0.3055492757189289,0.04284913623505483,7.130815287449351,9.977614327422873e-13,0.22156496869822145,0.3895335827396364
V + RU + VTU,RU_z,0.31208179101637706,0.03525167583069457,8.852963260959047,8.5225724192424415e-19,0.2429885063882157,0.38117507564453845
V + RU + VTU,VTU_z,0.03695317050226254,0.023750807758488292,1.5558700520008992,0.11973899607348544,-0.00959841270437451,0.08350475370889959
