task,n_participants,n_trials,draws,acc_ppc_mean,acc_ppc_median,acc_ppc_lo10,acc_ppc_hi90,acc_prob_mean,acc_prob_draw_median,acc_prob_draw_lo10,acc_prob_draw_hi90,log_loss,brier,iter,warmup,chains,elapsed_sec,n_divergent,n_max_treedepth,max_rhat,min_n_eff
FullcrossTimelimited,65,40,1200,0.5388144230769231,0.5388461538461539,0.5257692307692308,0.5515384615384615,0.6134615384615385,0.5973076923076923,0.5888461538461538,0.6042307692307692,0.6414526585868541,0.22620133695362551,1200,600,2,89.85472106933594,0,0,1.085707913186968,1.0068868609681627
FulltickNoTimelimited,65,40,1200,0.5322644230769231,0.5323076923076923,0.5196153846153846,0.5446153846153846,0.6173076923076923,0.6007692307692307,0.5922692307692308,0.6073076923076923,0.6494413627744694,0.2292369640399909,1200,600,2,116.92891907691956,0,0,1.047095095699484,1.0066381287273436
PartialcrossNoTimelimited,56,40,1200,0.5778619791666667,0.5776785714285714,0.5647321428571429,0.5915178571428571,0.6629464285714286,0.6566964285714286,0.6495535714285714,0.6629464285714286,0.5934238292842974,0.20490200062124625,1200,600,2,100.31573390960693,0,0,1.036277132075467,1.0115680293000142
PartialtickNoTimelimited,56,40,1200,0.5798258928571428,0.5799107142857143,0.5665178571428572,0.59375,0.6691964285714286,0.6540178571428571,0.6455357142857143,0.6616071428571428,0.5860255091360498,0.20225471315246454,1200,600,2,74.58706402778625,0,0,1.0333803486261521,1.0106743539753653
