task,parameter,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
FulltickNoTimelimited,mu_alpha,0.8285772557284424,0.0071568145753832186,0.4069918329379711,0.06077478783822596,0.5478973097499678,0.8298089432627391,1.11167878724434,1.6202813960076452,3233.93925575757,0.9988854508823815
FulltickNoTimelimited,mu_gamma,-0.0538649145096307,0.0031580073512189892,0.08387673111014879,-0.212019817197392,-0.1128348911948028,-0.05500672662749331,0.0021546722987255806,0.12227299529954054,705.434539636299,1.0009724228091916
FulltickNoTimelimited,mu_beta0,-0.0015061341764037507,0.008450040206691347,0.5136496835878558,-0.9745635979929845,-0.36433207681684016,-0.008254488348904881,0.3452471237762783,1.009822343613073,3695.0174952571497,0.9991742400890642
FulltickNoTimelimited,mu_beta_slope,-0.005878807584199254,0.0049649091480488145,0.29246763516819146,-0.567484133271156,-0.20039778993600915,-0.007364098905686553,0.19304376544159385,0.5710993676912917,3470.0282891629527,0.999140682922489
FulltickNoTimelimited,sigma_alpha,0.4211880602313418,0.008938124361176488,0.3144254520592894,0.016634158776929628,0.17641672948445208,0.3557305199890997,0.6074416029198382,1.1707253524245125,1237.4925756923783,1.000511630458889
FulltickNoTimelimited,sigma_gamma,0.5639894239503845,0.002945201210948108,0.07107455016192447,0.43163638861346526,0.5165569108202946,0.560754683201168,0.6075538430476258,0.7163707375018243,582.3690664610867,1.0027307685516946
FulltickNoTimelimited,sigma_beta0,0.40653601479249823,0.008239285781380026,0.29671167259035996,0.015682226632236694,0.1659186213601775,0.35068689271829806,0.5960447368117395,1.0894478646395052,1296.8511456445656,0.9987477595081083
FulltickNoTimelimited,sigma_beta_slope,0.24291738264130638,0.003881568665200591,0.1878799307348549,0.007630000587551268,0.09117547032201374,0.20669552431033741,0.3504587121607831,0.6876865076971376,2342.8594530493765,0.9986172664087505
