task,status,note,elapsed_sec
FullcrossTimelimited,success,,89.85472106933594
FulltickNoTimelimited,success,,116.92891907691956
PartialcrossNoTimelimited,success,,100.31573390960693
PartialtickNoTimelimited,success,,74.58706402778625
