n_tasks_compared,total_obs,sum_delta_elpd_loo_dynamic_minus_original,sum_delta_elpd_waic_dynamic_minus_original,sum_delta_elpd_loo_se_approx,sum_delta_elpd_waic_se_approx,tasks_dynamic_better_loo,tasks_original_better_loo,tasks_dynamic_better_waic,tasks_original_better_waic
8,19360,680.0183150480352,688.2363507300447,66.08628231819772,65.95644573523114,8,0,8,0
