parameter,group,mean,q025,q17,q83,q975,dmax,y95,y66,ydot
alpha,Accept,1.298835868480543,1.0062372938144895,1.1571739583826484,1.443422206631192,1.5857376083031391,2.6699105396826424,0.14684507968254534,0.22694239587302462,0.3070397120635039
alpha,Reject,0.9887078324569453,0.6826781181749234,0.833843939282497,1.143116803516878,1.3023895257601759,2.6699105396826424,0.09344686888889249,0.17354418507937175,0.253641501269851
beta_restored,Accept,-0.25451961908152165,-0.48187962245654753,-0.3503921767449456,-0.16189040061866544,0.00568483616150005,4.201063647724343,0.23105850062483888,0.35709041005656916,0.4831223194882995
beta_restored,Reject,-0.07972516771495548,-0.3493222122193774,-0.18662429155588306,0.02869803460865973,0.2263715443251736,4.201063647724343,0.14703722767035202,0.2730691371020823,0.3991010465338126
gamma,Accept,0.12368899154330902,0.037899239646682445,0.08176825273088013,0.16546168671138334,0.2110673257346376,9.076127846743505,0.4991870315708928,0.771470866973198,1.0437547023755032
gamma,Reject,0.1805184685390066,0.09378839229819379,0.1377610843457831,0.22287782174816428,0.2689305352032034,9.076127846743505,0.3176644746360227,0.5899483100383278,0.862232145440633
