parameter,task_a,task_b,n_draws_used,diff_mean,diff_median,diff_q025,diff_q10,diff_q90,diff_q975,p_diff_gt_0,posterior_tail_p
mu_beta,FullcrossTimelimited,PartialtickTimelimited,6000,1.0042195691508622,1.0069050951578324,0.6552547499525374,0.7724800774478523,1.2312454510862934,1.3556322635218063,1,0
mu_beta,FulltickNoTimelimited,FulltickTimelimited,6000,-0.11871716078336116,-0.12134744920947865,-0.47823935682998137,-0.34953487514742315,0.11878770955822664,0.24607957215161683,0.25633333333333336,0.5126666666666667
mu_beta,FulltickNoTimelimited,PartialcrossNoTimelimited,6000,0.3969395796428897,0.39769630291618346,-0.016977425133059745,0.1305280528898588,0.6617299740584425,0.802875849022042,0.9688333333333333,0.06233333333333335
mu_beta,FulltickNoTimelimited,PartialcrossTimelimited,6000,0.09716254284705546,0.0989489156394599,-0.2978169298542663,-0.15471046236197716,0.3488809096401847,0.4749744001600658,0.687,0.6259999999999999
mu_beta,FulltickNoTimelimited,PartialtickNoTimelimited,6000,0.7582426512049468,0.7583522059366121,0.3710163723082987,0.5083639887288968,1.0025932560913957,1.136044653889534,1,0
mu_beta,FulltickNoTimelimited,PartialtickTimelimited,6000,0.834620894546309,0.8373489746739495,0.4695977003048771,0.5953397016123276,1.0618845869012323,1.1969209749146434,1,0
mu_beta,FulltickTimelimited,PartialcrossNoTimelimited,6000,0.5156567404262509,0.5159258092391469,0.09875459921043972,0.25212890853215786,0.7747474221962056,0.9080298758915308,0.9915,0.016999999999999904
mu_beta,FulltickTimelimited,PartialcrossTimelimited,6000,0.21587970363041661,0.21908997520248896,-0.1827200801037912,-0.03652197686276008,0.4609608435005102,0.5987556150314808,0.865,0.27
mu_beta,FulltickTimelimited,PartialtickNoTimelimited,6000,0.8769598119883081,0.8771170515377171,0.5069615964830431,0.6341849260432525,1.1171852664292277,1.2542431075997127,1,0
mu_beta,FulltickTimelimited,PartialtickTimelimited,6000,0.9533380553296701,0.9541539020252562,0.602803682199716,0.7224506926709373,1.1824858513850829,1.3060424039523277,1,0
mu_beta,PartialcrossNoTimelimited,PartialcrossTimelimited,6000,-0.29977703679583423,-0.29812113182404,-0.7406660539612283,-0.5827762783405002,-0.01832766199235625,0.1361977224874711,0.08433333333333333,0.16866666666666666
mu_beta,PartialcrossNoTimelimited,PartialtickNoTimelimited,6000,0.3613030715620572,0.35919242192190126,-0.05355312365641532,0.09176623547588073,0.6369376325684213,0.7983315401141261,0.9541666666666667,0.09166666666666656
