participant_index,top1_accuracy
1,0.725
2,0.55
3,0.575
4,0.625
5,0.675
6,0.7
7,0.575
8,0.775
9,0.75
10,0.7
11,0.875
12,0.625
13,0.95
14,0.8
15,0.65
16,0.775
17,0.675
18,0.625
19,0.825
20,0.675
21,0.7
22,0.75
23,0.775
24,0.55
25,0.625
26,0.95
27,0.5
28,0.6
29,0.875
30,0.95
31,0.7
32,0.625
33,0.575
34,0.6
35,0.9
36,0.65
37,0.775
38,0.875
39,0.6
40,0.8
41,0.6
42,0.95
43,0.575
44,0.725
45,0.625
46,0.6
47,0.625
48,0.6
49,0.6
50,0.6
51,0.625
52,0.575
53,0.75
54,0.7
55,0.5
56,0.65
