draw,group,alpha,beta_restored,gamma
94,Accept,1.3047337281719182,-0.29896946191860774,0.0684551505187289
94,Reject,1.0654688335768534,-0.118378596011097,0.14307270752419113
95,Accept,1.4394226485772528,-0.22248568640827485,0.07859047384523368
95,Reject,1.335548361286783,0.04449069375136808,0.19483708445348533
96,Accept,1.402407233189805,-0.2513203197614402,0.24063668333565502
96,Reject,0.6377476790685224,0.13720265035694948,0.25526975986901057
97,Accept,1.3710482834571962,-0.28375371315909625,0.03235428261151876
97,Reject,0.8271232924183982,-0.3557060352786169,0.22980298319231968
98,Accept,1.309936699274286,-0.21103764277599452,0.14695066023945538
98,Reject,0.9873188669985051,-0.09133675596435596,0.19217064202846632
99,Accept,1.491792964401609,-0.29144811959475986,0.10577216487708303
99,Reject,0.9773673365620489,-0.010191577023731746,0.2779879853223474
100,Accept,1.1352353164510383,-0.3339010355178563,0.1093814321750525
100,Reject,0.852584044327355,-0.16184864375690028,0.19040542426980658
101,Accept,1.4254425072229224,-0.2827968998621546,0.1018964815504881
101,Reject,1.0782283099172014,0.05048956824883399,0.09395692182273394
102,Accept,1.4298404069360882,-0.33128069130125365,0.18417457252889485
102,Reject,1.1170943271904332,-0.07122652785135279,0.19461077352350525
103,Accept,1.3527367998597275,-0.1666242418766563,0.11820740584412194
103,Reject,1.1754821744705493,-0.15670931264944765,0.24734516686870422
104,Accept,1.1208706479326422,0.021809484891361912,0.1091015567670645
104,Reject,0.7971194372878512,0.05773977139792148,0.1752353560074725
105,Accept,1.2043513802695398,-0.3383062080549895,0.08079927140405196
105,Reject,1.0143249246404917,-0.027749315210454727,0.2483473128998177
106,Accept,1.0657552210689136,-0.6287183787053875,0.141284415156481
106,Reject,0.9465001436493264,0.16590371885288585,0.2001076604526514
107,Accept,1.3486810587256697,-0.19305954179352988,0.11624214638951434
107,Reject,0.7357490248393513,-0.15359737008005483,0.2106378979673745
108,Accept,1.2048722553593565,-0.34316774576668213,0.07594111141039686
108,Reject,1.0120569183672639,0.02892250790150313,0.13269522351324564
109,Accept,1.676201004751624,-0.2472385820873745,0.13623677561500136
109,Reject,0.974647264188654,-0.012405091895144936,0.25281394708988286
110,Accept,1.350408280211039,-0.17933950248232916,0.1123579043954323
110,Reject,0.9728934794618528,-0.1626974792437189,0.18043687983866663
111,Accept,1.217115487313648,-0.1018882032780614,0.10849542539575764
111,Reject,1.138681333216884,-0.16266209483612631,0.16322231154396402
112,Accept,1.3917284056648127,-0.15865770349507752,0.06714379245249187
112,Reject,0.9294817906717966,-0.14831344959418027,0.23143869728703642
113,Accept,1.452424396830978,-0.265891068573304,0.1345561182839504
113,Reject,1.088377467228866,0.2025582515031092,0.12395945100739295
114,Accept,1.4494342517799637,-0.3490173958088913,0.09713054029420976
114,Reject,0.7781347137705178,0.038807570284951125,0.13796159154959348
115,Accept,1.109131396968899,-0.2725364866733882,0.16787858511874382
115,Reject,1.134190623546315,-0.16051491255957126,0.08934047995096486
116,Accept,1.300428084783706,-0.20033751111138823,0.13033429583370287
116,Reject,1.103224199221681,-0.16075485563847436,0.11899061086197751
117,Accept,1.1782229584253587,-0.2813844915480697,0.03096887340677456
117,Reject,1.2567739430249187,-0.07214272628642632,0.13369124264660975
118,Accept,1.3627112326588362,-0.10994077298028347,0.08665290210285269
118,Reject,0.785794126902017,0.13582720214582825,0.1747342933439482
119,Accept,1.3282796867044153,-0.1575948658456694,0.12752431500325315
119,Reject,0.9963324693436038,-0.06662759555792033,0.1645842121203601
