participant_index,top1_accuracy
1,0.575
2,0.5
3,0.625
4,0.625
5,0.6
6,0.85
7,0.6
8,0.825
9,0.6
10,0.65
11,0.55
12,0.625
13,0.75
14,0.85
15,0.725
16,0.8
17,0.975
18,0.775
19,0.7
20,0.7
21,0.825
22,0.825
23,0.55
24,0.625
25,0.575
26,0.675
27,0.575
28,0.575
29,0.75
30,0.675
31,0.8
32,0.575
33,0.675
34,0.675
35,0.725
36,0.625
37,0.55
38,0.8
39,0.575
40,0.775
41,0.65
42,0.7
43,0.8
44,0.775
45,0.775
46,0.575
47,0.675
48,0.75
49,0.575
50,0.675
51,0.6
52,0.7
53,0.625
54,0.575
55,0.65
56,0.825
