timestamp,output_plot,note
2026-03-18 11:43:04.70981,C:/Users/Jack/OneDrive/Desktop/follow up/osf_author_rt_lba_mydata/results/plots/figure_bc_style_rt_lba_overall.png,Overall (Full+Partial pooled) because Full-only LBA total uncertainty has zero variance
